le_id,sub_prof_id,client_id,deal_id,step_id,product,product_type,deal_category,deal_date,value_date,amount,currency,mth_end,src,cty
LE001,SP001,C100038,595904407913,ACP001,EXPORT LOANS,EXPORT,ACLC,2025-05-09,2025-06-17,100268.04,AUD,2024-12-31,DTP,SG
LE001,SP001,C100473,523084634706,LIBW,IMPORT LOANS,IMPORT,ACTR,2024-10-20,2024-11-09,564807.87,AUD,2024-12-31,DTP,SG
LE001,SP001,C100154,651798624996,ACP001,GUARANTEES,IMPORT,IML,2025-05-21,2025-06-22,71855.45,HKD,2024-12-31,DTP,SG
LE001,SP001,C100253,143690807851,IML,GUARANTEES,EXPORT,UTIL,2022-12-05,2023-01-13,2582330.9,USD,2024-12-31,DTP,SG
LE001,SP001,C100939,509584822948,AMD002-0,GUARANTEES,EXPORT,IML,2025-07-25,2025-09-13,209148.71,HKD,2024-12-31,DTP,SG
LE001,SP001,C100067,467852375490,PAY021,COLLECTIONS,EXPORT,CCBC,2024-06-11,2024-07-27,35291.98,HKD,2024-12-31,DTP,SG
LE001,SP001,C100083,465718068686,LIBW,LETTER OF CREDIT,IMPORT,POLC,2024-02-13,2024-03-25,27307.84,HKD,2024-12-31,DTP,SG
LE001,SP001,C100132,532340578456,SHIP,LETTER OF CREDIT,IMPORT,CCBC,2023-09-30,2023-11-10,176128.11,EUR,2024-12-31,DTP,SG
LE001,SP001,C100686,240931555521,IML,LETTER OF CREDIT,IMPORT,BID,2023-01-03,2023-01-26,75496.73,SGD,2024-12-31,DTP,SG
LE001,SP001,C100184,440859761513,MSC003-0,EXPORT LOANS,EXPORT,LATR,2024-08-03,2024-08-11,232536.06,USD,2024-12-31,DTP,SG
LE001,SP001,C100864,422453968724,PAY001,IMPORT LOANS,IMPORT,IML,2025-02-14,2025-03-24,174187.08,JPY,2024-12-31,DTP,SG
LE001,SP001,C100185,276756169705,IML,IMPORT LOANS,IMPORT,ACTR,2025-08-12,2025-09-07,90454.78,EUR,2024-12-31,DTP,SG
LE001,SP001,C100243,893178939077,BID,IMPORT LOANS,EXPORT,ACTR,2024-07-18,2024-08-21,35733.63,USD,2024-12-31,DTP,SG
LE001,SP001,C100480,962466472260,MSC003-0,EXPORT LOANS,EXPORT,ACTR,2024-04-11,2024-05-30,16029.46,JPY,2024-12-31,DTP,SG
LE001,SP001,C100428,681980552757,MSC005-0,EXPORT BILLS,IMPORT,EBC,2025-07-26,2025-09-05,57767.53,JPY,2024-12-31,DTP,SG
LE001,SP001,C100567,511776196814,PAY001,LETTER OF CREDIT,IMPORT,CCBC,2025-05-22,2025-07-09,275868.22,USD,2024-12-31,DTP,SG
LE001,SP001,C100927,595092868749,GOOD,EXPORT BILLS,EXPORT,ACLC,2024-08-12,2024-10-03,127632.78,JPY,2024-12-31,DTP,SG
LE001,SP001,C100952,486051545285,ISS000,GUARANTEES,IMPORT,OB,2023-01-16,2023-02-08,22139.39,USD,2024-12-31,DTP,SG
LE001,SP001,C100229,508372385804,ISS000,EXPORT LOANS,IMPORT,IML,2025-01-14,2025-01-22,121517.93,SGD,2024-12-31,DTP,SG
LE001,SP001,C100712,618959874397,MSC001-0,LETTER OF CREDIT,EXPORT,ACTR,2025-10-30,2025-12-26,156745.83,SGD,2024-12-31,DTP,SG
LE001,SP001,C100220,379254495316,MSC001-0,IMPORT LOANS,EXPORT,CBC,2024-03-29,2024-04-13,34179.15,EUR,2024-12-31,DTP,SG
LE001,SP001,C100244,152062942213,OB,LETTER OF CREDIT,EXPORT,ACLC,2025-03-27,2025-05-19,118713.72,JPY,2024-12-31,DTP,SG
LE001,SP001,C100016,690973494218,BR,IMPORT LOANS,IMPORT,IBC,2024-03-23,2024-04-19,105857.64,SGD,2024-12-31,DTP,SG
LE001,SP001,C100246,489187643698,LIBW,GUARANTEES,IMPORT,ACLC,2022-12-03,2022-12-26,25045.15,SGD,2024-12-31,DTP,SG
LE001,SP001,C100557,679620455264,GOOD,IMPORT LOANS,IMPORT,OB,2023-03-23,2023-03-25,151652.17,HKD,2024-12-31,DTP,SG
LE001,SP001,C100765,376481228502,ISS000,EXPORT LOANS,IMPORT,POLC,2024-07-04,2024-08-19,193482.32,HKD,2024-12-31,DTP,SG
LE001,SP001,C100790,214367492808,LIBW,LETTER OF CREDIT,EXPORT,IBC,2025-08-11,2025-09-02,362094.86,AUD,2024-12-31,DTP,SG
LE001,SP001,C100658,994807246970,MSC005-0,LETTER OF CREDIT,EXPORT,GOOD,2024-11-01,2024-12-22,349606.13,USD,2024-12-31,DTP,SG
LE001,SP001,C100794,886250029907,BID,COLLECTIONS,EXPORT,LATR,2025-08-12,2025-10-01,18897.72,USD,2024-12-31,DTP,SG
LE001,SP001,C100323,146754113706,AMD002-0,IMPORT LOANS,EXPORT,LIBW,2023-03-16,2023-04-01,32035.82,SGD,2024-12-31,DTP,SG
LE001,SP001,C100195,811904963699,AMD002-0,EXPORT LOANS,IMPORT,IML,2024-04-29,2024-05-06,183146.62,EUR,2024-12-31,DTP,SG
LE001,SP001,C100450,917761866683,POLC,EXPORT LOANS,IMPORT,GOOD,2023-01-26,2023-02-18,182872.26,AUD,2024-12-31,DTP,SG
LE001,SP001,C100084,981613852331,LATR,GUARANTEES,IMPORT,BID,2024-11-05,2024-12-09,183149.35,EUR,2024-12-31,DTP,SG
LE001,SP001,C100081,213048742291,PAY021,LETTER OF CREDIT,EXPORT,CCBC,2023-05-11,2023-06-18,10051955.88,HKD,2024-12-31,DTP,SG
LE001,SP001,C100706,282218781039,BID,EXPORT LOANS,EXPORT,BCLC,2023-11-18,2023-12-27,195843,JPY,2024-12-31,DTP,SG
LE001,SP001,C100810,801258875542,ACP001,COLLECTIONS,EXPORT,POLC,2022-12-25,2023-02-14,385647.4,HKD,2024-12-31,DTP,SG
LE001,SP001,C100975,274716738176,ISS000,EXPORT BILLS,EXPORT,BCLC,2025-02-24,2025-02-28,310147.14,USD,2024-12-31,DTP,SG
LE001,SP001,C100375,812013301904,ACP003,GUARANTEES,IMPORT,BR,2024-12-30,2025-02-11,215705.54,JPY,2024-12-31,DTP,SG
LE001,SP001,C100380,507802091871,BID,COLLECTIONS,IMPORT,UTIL,2023-10-20,2023-11-14,67621.21,EUR,2024-12-31,DTP,SG
LE001,SP001,C100255,407732520156,PAY001,COLLECTIONS,IMPORT,GOOD,2022-12-15,2023-01-08,245429.02,AUD,2024-12-31,DTP,SG
LE001,SP001,C100793,388268588472,AMD002,LETTER OF CREDIT,EXPORT,LATR,2024-04-04,2024-05-18,39050.45,JPY,2024-12-31,DTP,SG
LE001,SP001,C100138,234003745604,AAC001,GUARANTEES,IMPORT,ACTR,2025-05-14,2025-07-04,74296.39,HKD,2024-12-31,DTP,SG
LE001,SP001,C100683,452129656888,ACP003,LETTER OF CREDIT,IMPORT,LIBW,2024-03-25,2024-05-21,55136.31,EUR,2024-12-31,DTP,SG
LE001,SP001,C100728,275455264013,IML,LETTER OF CREDIT,IMPORT,POLC,2023-01-03,2023-01-17,108906.93,SGD,2024-12-31,DTP,SG
LE001,SP001,C100811,323274444183,MSC001-0,EXPORT BILLS,EXPORT,PERF,2023-11-01,2023-12-06,1587371.85,AUD,2024-12-31,DTP,SG
LE001,SP001,C100822,612685569631,UTIL,EXPORT BILLS,IMPORT,ACLC,2024-02-15,2024-03-11,10501.59,HKD,2024-12-31,DTP,SG
LE001,SP001,C100538,627073531786,OB,GUARANTEES,IMPORT,IBC,2024-01-30,2024-03-11,224922.74,SGD,2024-12-31,DTP,SG
LE001,SP001,C100696,613033733961,GOOD,EXPORT LOANS,IMPORT,LIBW,2024-11-02,2024-12-21,14253.26,USD,2024-12-31,DTP,SG
LE001,SP001,C100932,651613895273,ACP001,COLLECTIONS,IMPORT,CCBC,2024-12-07,2024-12-17,56032.2,EUR,2024-12-31,DTP,SG
LE001,SP001,C100230,881403749000,ACP003,IMPORT LOANS,EXPORT,ACLC,2024-06-14,2024-06-26,364667.3,HKD,2024-12-31,DTP,SG
LE001,SP001,C100281,709697887681,MSC001-0,LETTER OF CREDIT,EXPORT,BR,2022-11-13,2022-11-18,106631.69,AUD,2024-12-31,DTP,SG
LE001,SP001,C100606,287436613779,LIBW,EXPORT BILLS,IMPORT,BR,2023-12-19,2024-02-10,27084.21,AUD,2024-12-31,DTP,SG
LE001,SP001,C100083,133774683071,ACP001,LETTER OF CREDIT,EXPORT,LATR,2023-07-10,2023-08-18,41841.15,HKD,2024-12-31,DTP,SG
LE001,SP001,C100910,645590923542,BR,IMPORT LOANS,EXPORT,CCBC,2023-02-24,2023-03-11,223131.66,HKD,2024-12-31,DTP,SG
LE001,SP001,C100464,428161668610,AAC001,LETTER OF CREDIT,IMPORT,CBN,2023-05-24,2023-06-19,41091.64,JPY,2024-12-31,DTP,SG
LE001,SP001,C100348,325333063288,SHIP,EXPORT BILLS,EXPORT,IML,2023-12-03,2023-12-28,127995.49,USD,2024-12-31,DTP,SG
LE001,SP001,C100527,506993957088,UTIL,COLLECTIONS,EXPORT,L/C,2023-03-30,2023-04-06,104264.5,EUR,2024-12-31,DTP,SG
LE001,SP001,C100144,372513939821,PAY001,COLLECTIONS,EXPORT,OB,2023-07-07,2023-07-22,45165.08,USD,2024-12-31,DTP,SG
LE001,SP001,C100956,459976146311,LIBW,LETTER OF CREDIT,EXPORT,LATR,2024-12-18,2025-01-18,1293332.67,AUD,2024-12-31,DTP,SG
LE001,SP001,C100900,647465802270,AMD002-0,GUARANTEES,IMPORT,ACLC,2023-08-27,2023-09-28,211229.99,JPY,2024-12-31,DTP,SG
LE001,SP001,C100220,366144892534,LIBW,EXPORT LOANS,IMPORT,BCLC,2024-04-12,2024-05-13,8689.14,AUD,2024-12-31,DTP,SG
LE001,SP001,C100481,841544400369,AMD002-0,IMPORT LOANS,IMPORT,CBC,2023-06-11,2023-06-19,123468.97,EUR,2024-12-31,DTP,SG
LE001,SP001,C100782,502556581887,POLC,EXPORT LOANS,IMPORT,OB,2025-07-28,2025-09-02,44616.38,AUD,2024-12-31,DTP,SG
LE001,SP001,C100566,495973029385,AMD002-0,COLLECTIONS,EXPORT,UTIL,2023-05-02,2023-06-19,274558.6,AUD,2024-12-31,DTP,SG
LE001,SP001,C100696,787147912287,SHIP,COLLECTIONS,IMPORT,CBC,2023-08-26,2023-09-18,38138.33,EUR,2024-12-31,DTP,SG
LE001,SP001,C100147,930498955541,MSC003-0,IMPORT LOANS,EXPORT,UTIL,2025-08-19,2025-08-21,86018.38,SGD,2024-12-31,DTP,SG
LE001,SP001,C100341,882272614600,ACTR,IMPORT LOANS,EXPORT,IBC,2022-12-20,2022-12-28,180951.58,EUR,2024-12-31,DTP,SG
LE001,SP001,C100326,774015096434,MSC005-0,GUARANTEES,EXPORT,SHIP,2023-12-22,2024-01-23,278983.03,AUD,2024-12-31,DTP,SG
LE001,SP001,C100725,639157294166,LIBW,EXPORT LOANS,EXPORT,PERF,2023-10-17,2023-11-07,23380.19,HKD,2024-12-31,DTP,SG
LE001,SP001,C100315,741739153942,LATR,LETTER OF CREDIT,IMPORT,BR,2023-03-14,2023-03-30,66078.49,HKD,2024-12-31,DTP,SG
LE001,SP001,C100591,738988750319,AMD005,LETTER OF CREDIT,IMPORT,SHIP,2023-03-02,2023-03-12,55829.94,AUD,2024-12-31,DTP,SG
LE001,SP001,C100634,892975625286,EBC,GUARANTEES,IMPORT,L/C,2025-09-06,2025-10-12,45071.48,HKD,2024-12-31,DTP,SG
LE001,SP001,C100019,306630427882,BID,EXPORT LOANS,EXPORT,IBC,2023-07-18,2023-08-31,821218.99,USD,2024-12-31,DTP,SG
LE001,SP001,C100793,651518371426,SHIP,GUARANTEES,IMPORT,IBC,2022-12-13,2022-12-26,160488.58,AUD,2024-12-31,DTP,SG
LE001,SP001,C100538,626830252568,POLC,EXPORT LOANS,IMPORT,ACTR,2022-11-14,2022-12-05,21740.65,AUD,2024-12-31,DTP,SG
LE001,SP001,C100790,844550993226,LATR,LETTER OF CREDIT,EXPORT,BR,2023-02-22,2023-03-06,296984.24,USD,2024-12-31,DTP,SG
LE001,SP001,C100305,711083679372,AMD005,EXPORT LOANS,EXPORT,LATR,2023-02-12,2023-03-04,1259956.1,JPY,2024-12-31,DTP,SG
LE001,SP001,C100956,715678421562,LATR,EXPORT LOANS,EXPORT,CBC,2023-09-24,2023-11-20,340768.39,JPY,2024-12-31,DTP,SG
LE001,SP001,C100977,481472026487,EBC,EXPORT BILLS,EXPORT,BCLC,2024-03-30,2024-05-14,15942.7,SGD,2024-12-31,DTP,SG
LE001,SP001,C100262,819159529356,LATR,GUARANTEES,IMPORT,LATR,2024-05-03,2024-07-01,55211.09,AUD,2024-12-31,DTP,SG
LE001,SP001,C100140,399342776393,PAY001,IMPORT LOANS,IMPORT,L/C,2025-07-29,2025-09-09,451483.17,AUD,2024-12-31,DTP,SG
LE001,SP001,C100238,801048921593,ACP001,COLLECTIONS,EXPORT,IML,2023-03-18,2023-03-24,42226.22,HKD,2024-12-31,DTP,SG
LE001,SP001,C100005,253634270376,UTIL,EXPORT BILLS,EXPORT,GOOD,2023-03-08,2023-04-18,168145.22,USD,2024-12-31,DTP,SG
LE001,SP001,C100292,453421026328,BR,COLLECTIONS,IMPORT,SHIP,2024-07-22,2024-08-25,250086.18,HKD,2024-12-31,DTP,SG
LE001,SP001,C100935,142677670046,MSC005-0,GUARANTEES,IMPORT,BCLC,2023-08-19,2023-10-08,32457.39,JPY,2024-12-31,DTP,SG
LE001,SP001,C100305,108750850618,LIBW,IMPORT LOANS,IMPORT,IML,2024-04-06,2024-05-05,91910.41,HKD,2024-12-31,DTP,SG
LE001,SP001,C100505,677859075476,MSC001-0,IMPORT LOANS,EXPORT,EBC,2024-10-11,2024-12-01,2019.25,SGD,2024-12-31,DTP,SG
LE001,SP001,C100748,277513936539,BID,LETTER OF CREDIT,EXPORT,CBN,2025-10-12,2025-11-28,28875.1,EUR,2024-12-31,DTP,SG
LE001,SP001,C100581,425518868472,CCBC,EXPORT BILLS,IMPORT,BR,2023-08-02,2023-09-23,72905.42,JPY,2024-12-31,DTP,SG
LE001,SP001,C100088,458695399156,POLC,LETTER OF CREDIT,IMPORT,CBN,2025-01-26,2025-02-25,22085.14,EUR,2024-12-31,DTP,SG
LE001,SP001,C100006,374602279094,AMD002,GUARANTEES,IMPORT,ACTR,2024-05-12,2024-06-02,700040.57,EUR,2024-12-31,DTP,SG
LE001,SP001,C100586,897070599637,ISS000,EXPORT LOANS,EXPORT,L/C,2025-07-05,2025-08-16,17744.49,SGD,2024-12-31,DTP,SG
LE001,SP001,C100163,437006305345,POLC,LETTER OF CREDIT,EXPORT,CBC,2024-03-15,2024-04-07,58217.81,AUD,2024-12-31,DTP,SG
LE001,SP001,C100980,341466708842,MSC001-0,GUARANTEES,IMPORT,ACTR,2023-10-06,2023-11-01,115484.16,HKD,2024-12-31,DTP,SG
LE001,SP001,C100550,930950879320,CCBC,EXPORT BILLS,IMPORT,BR,2025-05-26,2025-06-28,556558.71,JPY,2024-12-31,DTP,SG
LE001,SP001,C100370,875362599556,AAC001,IMPORT LOANS,IMPORT,BCLC,2023-01-09,2023-01-21,17623.09,AUD,2024-12-31,DTP,SG
LE001,SP001,C100168,265513695086,PAY021,IMPORT LOANS,EXPORT,CBC,2024-09-15,2024-10-30,398633.01,AUD,2024-12-31,DTP,SG
LE001,SP001,C100920,200883747961,GOOD,GUARANTEES,IMPORT,ACTR,2025-02-12,2025-03-16,99935.44,JPY,2024-12-31,DTP,SG
LE001,SP001,C100059,720437225134,UTIL,GUARANTEES,EXPORT,PERF,2023-08-22,2023-09-07,30399.75,SGD,2024-12-31,DTP,SG
LE001,SP001,C100592,339426407161,AAC001,COLLECTIONS,EXPORT,POLC,2025-07-02,2025-08-05,171875.24,SGD,2024-12-31,DTP,SG
LE001,SP001,C100032,619406611023,AMD002-0,GUARANTEES,IMPORT,IBC,2023-07-03,2023-07-26,125350.82,JPY,2024-12-31,DTP,SG
LE001,SP001,C100082,513938194900,CCBC,LETTER OF CREDIT,IMPORT,POLC,2025-03-12,2025-03-23,48037.62,AUD,2024-12-31,DTP,SG
LE001,SP001,C100130,681508758920,LATR,EXPORT BILLS,IMPORT,PERF,2024-03-08,2024-04-06,107340.63,HKD,2024-12-31,DTP,SG
LE001,SP001,C100434,700088939243,UTIL,GUARANTEES,IMPORT,L/C,2023-04-11,2023-05-03,62169.74,USD,2024-12-31,DTP,SG
LE001,SP001,C100959,307342336789,LATR,COLLECTIONS,IMPORT,BID,2025-10-08,2025-10-23,113121.85,USD,2024-12-31,DTP,SG
LE001,SP001,C100608,207663194642,ACP001,GUARANTEES,IMPORT,L/C,2025-08-11,2025-09-05,218503.39,JPY,2024-12-31,DTP,SG
LE001,SP001,C100222,693711966374,EBC,COLLECTIONS,IMPORT,UTIL,2024-03-27,2024-04-10,662131.98,HKD,2024-12-31,DTP,SG
LE001,SP001,C100591,450366726043,SHIP,LETTER OF CREDIT,EXPORT,L/C,2024-03-01,2024-04-26,22350.89,USD,2024-12-31,DTP,SG
LE001,SP001,C100533,830083003219,AMD005,GUARANTEES,EXPORT,EBC,2025-07-08,2025-08-12,1276509.62,AUD,2024-12-31,DTP,SG
LE001,SP001,C100933,911232194044,MSC005-0,LETTER OF CREDIT,EXPORT,LIBW,2023-01-29,2023-02-01,9485.26,EUR,2024-12-31,DTP,SG
LE001,SP001,C100687,808418719388,POLC,IMPORT LOANS,EXPORT,BID,2023-07-27,2023-08-05,82277.91,EUR,2024-12-31,DTP,SG
LE001,SP001,C100772,303480347115,UTIL,GUARANTEES,IMPORT,L/C,2024-03-04,2024-04-27,199981.6,HKD,2024-12-31,DTP,SG
LE001,SP001,C100474,985383248994,ACP001,IMPORT LOANS,EXPORT,BID,2022-11-20,2022-11-28,138301.34,JPY,2024-12-31,DTP,SG
LE001,SP001,C100208,380215943625,PAY021,LETTER OF CREDIT,IMPORT,ACTR,2023-10-12,2023-10-17,46758.93,AUD,2024-12-31,DTP,SG
LE001,SP001,C100274,156652687190,POLC,LETTER OF CREDIT,IMPORT,ACLC,2024-10-20,2024-12-10,76899.4,AUD,2024-12-31,DTP,SG
LE001,SP001,C100572,837550274915,MSC003-0,GUARANTEES,IMPORT,IML,2024-02-28,2024-04-26,54633.3,SGD,2024-12-31,DTP,SG
LE001,SP001,C100764,232033630640,EBC,GUARANTEES,IMPORT,BR,2024-09-17,2024-10-12,48667.28,USD,2024-12-31,DTP,SG
LE001,SP001,C100794,454558480798,AMD002-0,GUARANTEES,EXPORT,LIBW,2023-11-05,2023-11-24,273627.38,EUR,2024-12-31,DTP,SG
LE001,SP001,C100903,664185377645,ACTR,GUARANTEES,IMPORT,GOOD,2024-01-24,2024-03-22,151511.77,USD,2024-12-31,DTP,SG
LE001,SP001,C100423,445189549205,ACP001,IMPORT LOANS,IMPORT,IBC,2025-10-07,2025-10-23,42980.79,AUD,2024-12-31,DTP,SG
LE001,SP001,C100593,743964883225,LATR,GUARANTEES,EXPORT,IBC,2024-10-04,2024-10-25,290546.77,USD,2024-12-31,DTP,SG
LE001,SP001,C100853,724401657321,AMD005,GUARANTEES,EXPORT,EBC,2023-02-13,2023-03-31,142737.05,HKD,2024-12-31,DTP,SG
LE001,SP001,C100471,640047444420,MSC005-0,LETTER OF CREDIT,EXPORT,CBN,2025-01-27,2025-03-14,261825.77,AUD,2024-12-31,DTP,SG
LE001,SP001,C100938,303960765549,UTIL,LETTER OF CREDIT,IMPORT,UTIL,2025-09-01,2025-10-24,210145.33,SGD,2024-12-31,DTP,SG
LE001,SP001,C100782,154409571483,ISS000,GUARANTEES,IMPORT,L/C,2025-06-23,2025-08-07,36505.05,USD,2024-12-31,DTP,SG
LE001,SP001,C100517,336262463569,BID,EXPORT LOANS,IMPORT,BR,2023-02-24,2023-04-07,50401.83,JPY,2024-12-31,DTP,SG
LE001,SP001,C100544,104362534724,UTIL,GUARANTEES,IMPORT,PERF,2022-11-21,2023-01-06,242014.36,EUR,2024-12-31,DTP,SG
LE001,SP001,C100514,118411187094,IML,LETTER OF CREDIT,EXPORT,CBN,2025-04-04,2025-06-01,205344.5,SGD,2024-12-31,DTP,SG
LE001,SP001,C100246,265460975402,MSC003-0,IMPORT LOANS,EXPORT,POLC,2024-05-11,2024-06-30,96270.58,JPY,2024-12-31,DTP,SG
LE001,SP001,C100982,508361278207,POLC,GUARANTEES,IMPORT,L/C,2024-03-05,2024-04-17,113640.23,SGD,2024-12-31,DTP,SG
LE001,SP001,C100777,816650594337,ACP001,COLLECTIONS,EXPORT,OB,2023-09-29,2023-11-03,457347.09,JPY,2024-12-31,DTP,SG
LE001,SP001,C100009,800320681066,IML,EXPORT BILLS,IMPORT,GOOD,2023-06-05,2023-07-16,48538.59,EUR,2024-12-31,DTP,SG
LE001,SP001,C100216,349290861585,IML,IMPORT LOANS,EXPORT,EBC,2025-08-06,2025-10-04,190330.41,SGD,2024-12-31,DTP,SG
LE001,SP001,C100673,720807589715,ACP001,EXPORT BILLS,EXPORT,PERF,2024-09-11,2024-10-18,77448.53,USD,2024-12-31,DTP,SG
LE001,SP001,C100166,426747958508,LIBW,EXPORT BILLS,EXPORT,LIBW,2023-12-31,2024-01-24,76022.34,HKD,2024-12-31,DTP,SG
LE001,SP001,C100705,968184477004,LATR,COLLECTIONS,EXPORT,BCLC,2025-04-23,2025-05-20,368992.73,USD,2024-12-31,DTP,SG
LE001,SP001,C100348,185206458852,SHIP,IMPORT LOANS,EXPORT,IML,2025-09-10,2025-10-20,265800.05,EUR,2024-12-31,DTP,SG
LE001,SP001,C100233,638806010341,ACP003,IMPORT LOANS,EXPORT,BID,2024-10-25,2024-12-07,262029.29,AUD,2024-12-31,DTP,SG
LE001,SP001,C100087,519449391948,EBC,IMPORT LOANS,EXPORT,L/C,2025-06-12,2025-06-17,472869.42,EUR,2024-12-31,DTP,SG
LE001,SP001,C100728,517274201703,BR,EXPORT BILLS,EXPORT,IML,2023-11-02,2023-11-08,101235.48,SGD,2024-12-31,DTP,SG
LE001,SP001,C100368,586655303096,EBC,EXPORT LOANS,IMPORT,IBC,2025-05-15,2025-05-26,223763.19,JPY,2024-12-31,DTP,SG
LE001,SP001,C100568,711813124945,GOOD,GUARANTEES,IMPORT,PERF,2025-05-10,2025-06-01,68028.36,AUD,2024-12-31,DTP,SG
LE001,SP001,C100612,753234736946,PAY021,GUARANTEES,IMPORT,CCBC,2023-07-16,2023-08-09,145655.51,SGD,2024-12-31,DTP,SG
LE001,SP001,C100533,728107796415,MSC005-0,LETTER OF CREDIT,EXPORT,CBN,2025-01-29,2025-02-15,84442.69,EUR,2024-12-31,DTP,SG
LE001,SP001,C100149,642318677697,AAC001,EXPORT BILLS,EXPORT,EBC,2023-07-01,2023-07-20,110901.22,JPY,2024-12-31,DTP,SG
LE001,SP001,C100369,184965906196,AMD002,EXPORT BILLS,EXPORT,BR,2024-10-05,2024-11-03,201629.76,SGD,2024-12-31,DTP,SG
LE001,SP001,C100006,431294404895,POLC,EXPORT LOANS,EXPORT,IML,2023-05-23,2023-06-13,36980.1,JPY,2024-12-31,DTP,SG
LE001,SP001,C100997,816656131881,SHIP,EXPORT BILLS,EXPORT,IML,2024-09-24,2024-10-24,1215741.49,EUR,2024-12-31,DTP,SG
LE001,SP001,C100752,419198265730,IML,LETTER OF CREDIT,EXPORT,SHIP,2024-07-01,2024-07-21,29518.7,JPY,2024-12-31,DTP,SG
LE001,SP001,C100804,998852044823,POLC,EXPORT LOANS,IMPORT,SHIP,2024-09-26,2024-11-02,22993.66,AUD,2024-12-31,DTP,SG
LE001,SP001,C100786,848097090995,UTIL,COLLECTIONS,EXPORT,LATR,2023-05-27,2023-07-17,396223.23,EUR,2024-12-31,DTP,SG
LE001,SP001,C100070,863779539580,OB,LETTER OF CREDIT,EXPORT,IBC,2024-02-28,2024-03-14,255249.11,EUR,2024-12-31,DTP,SG
LE001,SP001,C100732,270332660466,OB,GUARANTEES,IMPORT,ACTR,2023-03-04,2023-04-10,208760.68,JPY,2024-12-31,DTP,SG
LE001,SP001,C100945,656345871689,IML,GUARANTEES,IMPORT,POLC,2025-05-19,2025-05-25,209821.95,USD,2024-12-31,DTP,SG
LE001,SP001,C100363,832968817887,MSC005-0,LETTER OF CREDIT,IMPORT,SHIP,2023-08-14,2023-10-01,97275.64,EUR,2024-12-31,DTP,SG
LE001,SP001,C100440,976026083049,PAY001,COLLECTIONS,IMPORT,EBC,2024-08-12,2024-09-13,33634.07,HKD,2024-12-31,DTP,SG
LE001,SP001,C100594,712113575481,IML,IMPORT LOANS,IMPORT,ACTR,2023-10-05,2023-10-30,108116.59,JPY,2024-12-31,DTP,SG
LE001,SP001,C100602,846346526827,IML,IMPORT LOANS,IMPORT,POLC,2025-09-20,2025-10-20,43800.74,SGD,2024-12-31,DTP,SG
LE001,SP001,C100942,556535405107,AAC001,COLLECTIONS,IMPORT,POLC,2024-02-10,2024-03-02,318107.19,JPY,2024-12-31,DTP,SG
LE001,SP001,C100533,326706713386,ACTR,EXPORT LOANS,EXPORT,CBC,2023-05-27,2023-07-12,82746.02,HKD,2024-12-31,DTP,SG
LE001,SP001,C100068,449835596887,AMD002-0,COLLECTIONS,IMPORT,PERF,2023-12-08,2024-01-18,36658.6,SGD,2024-12-31,DTP,SG
LE001,SP001,C100168,979081619677,LATR,EXPORT BILLS,IMPORT,LIBW,2024-12-17,2025-01-07,67126.69,AUD,2024-12-31,DTP,SG
LE001,SP001,C100816,355387577956,POLC,LETTER OF CREDIT,IMPORT,CBN,2023-06-08,2023-07-03,162026.92,SGD,2024-12-31,DTP,SG
LE001,SP001,C100904,777476924384,MSC003-0,GUARANTEES,EXPORT,OB,2025-10-31,2025-12-15,50187.97,USD,2024-12-31,DTP,SG
LE001,SP001,C100770,405826515645,IML,COLLECTIONS,IMPORT,LIBW,2024-10-23,2024-11-15,36803.03,EUR,2024-12-31,DTP,SG
LE001,SP001,C100116,603357601215,AMD002,LETTER OF CREDIT,EXPORT,UTIL,2024-02-07,2024-03-16,132246.73,JPY,2024-12-31,DTP,SG
LE001,SP001,C100601,532122279285,PAY001,EXPORT LOANS,EXPORT,ACTR,2024-11-21,2025-01-12,132449.92,HKD,2024-12-31,DTP,SG
LE001,SP001,C100304,979205525311,SHIP,IMPORT LOANS,IMPORT,IBC,2024-02-07,2024-02-14,53726.85,USD,2024-12-31,DTP,SG
LE001,SP001,C100187,225865648725,ACP003,LETTER OF CREDIT,IMPORT,UTIL,2023-09-06,2023-10-02,56092.31,AUD,2024-12-31,DTP,SG
LE001,SP001,C100392,731952328034,OB,EXPORT BILLS,EXPORT,LIBW,2024-11-20,2024-12-25,130412.78,USD,2024-12-31,DTP,SG
LE001,SP001,C100143,415635609113,MSC005-0,EXPORT LOANS,EXPORT,BR,2025-07-23,2025-09-16,17366.51,EUR,2024-12-31,DTP,SG
LE001,SP001,C100496,112678064653,MSC001-0,EXPORT BILLS,EXPORT,LIBW,2023-01-09,2023-02-19,18234,JPY,2024-12-31,DTP,SG
LE001,SP001,C100503,853376495451,OB,LETTER OF CREDIT,EXPORT,GOOD,2024-12-02,2024-12-07,41683.76,AUD,2024-12-31,DTP,SG
LE001,SP001,C100779,972010906800,AMD005,EXPORT LOANS,IMPORT,EBC,2024-08-06,2024-09-09,76409.58,EUR,2024-12-31,DTP,SG
LE001,SP001,C100468,955420943940,LIBW,LETTER OF CREDIT,EXPORT,LIBW,2022-12-29,2023-01-05,143356.39,AUD,2024-12-31,DTP,SG
LE001,SP001,C100793,392548289956,UTIL,EXPORT LOANS,IMPORT,ACTR,2024-08-19,2024-09-15,579793.6,SGD,2024-12-31,DTP,SG
