le_id,sub_prof_id,client_id,deal_id,deal_rec_id,product,purpose_code,trade_date,value_date,amount,currency,mth_end,src,cty
LE001,SP001,C100941,TCAGRP2U4D,TCAGRP2U4D-79226,LIMITED RECOURSE RECV PURCHASE,PSFI,2024-09-03,2024-10-30,78664.87,HKD,2024-12-31,OTP,SG
LE001,SP001,C100601,5RBC76UB7L,5RBC76UB7L-37152,TRADE RECEIVABLES DISCOUNTING,PSHP,2025-06-05,2025-06-24,287383.06,USD,2024-12-31,OTP,SG
LE001,SP001,C100054,UU4YTN02YC,UU4YTN02YC-55332,INVOICE FINANCING SUPPLIER,PFAC,2024-07-22,2024-09-13,8699.49,SGD,2024-12-31,OTP,SG
LE001,SP001,C100442,M18O1BJ9RM,M18O1BJ9RM-59207,VENDOR PREPAY,PSHP,2025-05-18,2025-07-06,74724.3,AUD,2024-12-31,OTP,SG
LE001,SP001,C100455,KICJN2FOMD,KICJN2FOMD-50405,POST ACCEPTANCE DISCOUNTING,TPMP,2025-04-14,2025-04-22,81785.84,SGD,2024-12-31,OTP,SG
LE001,SP001,C100423,GQTOAMDVLN,GQTOAMDVLN-48253,PRESHIPMENT FINANCE EXPORT ORDERS,IFNB,2024-06-30,2024-08-05,152999.12,AUD,2024-12-31,OTP,SG
LE001,SP001,C100966,GNEKRCPPRC,GNEKRCPPRC-42990,PRE EXPORT FINANCING FOR FIS,PFEB,2024-10-05,2024-11-03,13570.58,SGD,2024-12-31,OTP,SG
LE001,SP001,C100139,EAO4N5PP3X,EAO4N5PP3X-87908,BILL DISCOUNTING AGAINST BUYER RISK,RRMB,2024-09-24,2024-10-24,12276.62,EUR,2024-12-31,OTP,SG
LE001,SP001,C100116,GOL0W82LK2,GOL0W82LK2-57843,FINANCE AGAINST WAREHOUSE RECEIPT,VPRP,2025-09-15,2025-11-14,112008.48,HKD,2024-12-31,OTP,SG
LE001,SP001,C100258,QZPKY32ORW,QZPKY32ORW-41722,TRADE RECEIVABLES DISCOUNTING,PFAC,2023-09-29,2023-10-03,85509.4,JPY,2024-12-31,OTP,SG
LE001,SP001,C100608,9ROS7YT2M6,9ROS7YT2M6-80373,INVOICE FINANCING BUYER,IFNS,2024-06-19,2024-07-31,80869.45,HKD,2024-12-31,OTP,SG
LE001,SP001,C100227,MXB9YO18PA,MXB9YO18PA-43913,PRE EXPORT FINANCING FOR FIS,RILC,2023-10-05,2023-10-30,90738.58,JPY,2024-12-31,OTP,SG
LE001,SP001,C100356,1VSMADO8E7,1VSMADO8E7-28569,BILL DISCOUNTING AGAINST BUYER RISK,RRMB,2023-04-22,2023-06-11,26475.37,USD,2024-12-31,OTP,SG
LE001,SP001,C100693,SMDZQCBZAM,SMDZQCBZAM-24334,VENDOR PREPAY,PSFI,2022-12-19,2022-12-30,79118.69,AUD,2024-12-31,OTP,SG
LE001,SP001,C100460,FU8IOGXPBW,FU8IOGXPBW-35863,PORTFOLIO RECEIVABLE SERVICES,PSHP,2025-10-31,2025-12-15,85108.91,USD,2024-12-31,OTP,SG
LE001,SP001,C100540,H13CD5GLQJ,H13CD5GLQJ-74157,REFINANCING UNDER REIMBURSEMENT,PSHP,2023-08-29,2023-10-05,25406.96,SGD,2024-12-31,OTP,SG
LE001,SP001,C100119,M4W3ZKWDEE,M4W3ZKWDEE-50026,VENDOR PREPAY,PADS,2025-01-24,2025-02-25,561815.85,JPY,2024-12-31,OTP,SG
LE001,SP001,C100191,PENGWYX9TR,PENGWYX9TR-28388,REFINANCING UNDER REIMBURSEMENT,RILC,2025-07-23,2025-09-16,105725.3,EUR,2024-12-31,OTP,SG
LE001,SP001,C100084,8RHNUXORZP,8RHNUXORZP-31922,RECEIVABLE SERVICES,PSFI,2024-03-21,2024-03-23,14334.66,EUR,2024-12-31,OTP,SG
LE001,SP001,C100555,IK2U1RSUJT,IK2U1RSUJT-58085,LIMITED RECOURSE RECV PURCHASE,RILC,2024-08-19,2024-09-15,131645.02,SGD,2024-12-31,OTP,SG
LE001,SP001,C100214,0XI5BJ5D5E,0XI5BJ5D5E-41056,POST ACCEPTANCE DISCOUNTING,PFAC,2024-12-05,2025-01-13,18590.05,USD,2024-12-31,OTP,SG
LE001,SP001,C100921,232UTVG9KU,232UTVG9KU-77425,INVOICE FINANCING SUPPLIER,TRDS,2023-07-21,2023-09-17,153968.22,SGD,2024-12-31,OTP,SG
LE001,SP001,C100647,95E5IZ31YR,95E5IZ31YR-85684,TRADE PAYABLE MANAGEMENT,PFAC,2023-10-03,2023-10-31,240461.36,SGD,2024-12-31,OTP,SG
LE001,SP001,C100748,W5DSK7N8LA,W5DSK7N8LA-22208,IMPORT L/C REFINANCING,PADS,2025-07-03,2025-08-22,22363.41,AUD,2024-12-31,OTP,SG
LE001,SP001,C100780,O83RLKTE42,O83RLKTE42-99463,LIMITED RECOURSE RECV PURCHASE,LRRP,2025-04-20,2025-05-30,190241.83,JPY,2024-12-31,OTP,SG
LE001,SP001,C100095,A7FQ9P965K,A7FQ9P965K-45916,POST ACCEPTANCE DISCOUNTING,TPMP,2025-05-25,2025-06-17,98256.54,HKD,2024-12-31,OTP,SG
LE001,SP001,C100607,6FOKZIXZAR,6FOKZIXZAR-27393,PRE EXPORT FINANCING FOR FIS,RILC,2025-10-21,2025-10-21,160567.9,HKD,2024-12-31,OTP,SG
LE001,SP001,C100140,ME4YRID3DN,ME4YRID3DN-49223,PRESHIPMENT FINANCE EXPORT ORDERS,TRDS,2025-01-21,2025-01-25,583121.93,AUD,2024-12-31,OTP,SG
LE001,SP001,C100143,UVFMH07WPH,UVFMH07WPH-23168,INVOICE FINANCING SUPPLIER,PSHP,2023-11-21,2023-12-18,44602.01,EUR,2024-12-31,OTP,SG
LE001,SP001,C100210,2IXIVZK7A4,2IXIVZK7A4-49537,FINANCE AGAINST WAREHOUSE RECEIPT,PSHP,2024-03-14,2024-04-24,24234.11,SGD,2024-12-31,OTP,SG
LE001,SP001,C100135,22INIWC5AM,22INIWC5AM-51480,PRESHIPMENT FINANCE EXPORT ORDERS,PFAC,2023-10-23,2023-11-26,20590.45,HKD,2024-12-31,OTP,SG
LE001,SP001,C100643,GQ9CVAH78O,GQ9CVAH78O-47550,PORTFOLIO RECEIVABLE SERVICES,PFAC,2023-08-09,2023-08-14,22494.53,HKD,2024-12-31,OTP,SG
LE001,SP001,C100697,TWJLSH3TOW,TWJLSH3TOW-95175,INVOICE FINANCING BUYER,BDBR,2023-05-29,2023-07-14,54583.01,USD,2024-12-31,OTP,SG
LE001,SP001,C100167,CDPQVL00EZ,CDPQVL00EZ-11487,FI POST SHIP EXP FIN - LC AND COLL,PADS,2022-12-04,2023-01-06,90163.72,HKD,2024-12-31,OTP,SG
LE001,SP001,C100729,JN050E6MPS,JN050E6MPS-44465,INVOICE FINANCING BUYER,PFEB,2023-04-22,2023-05-24,83452.17,EUR,2024-12-31,OTP,SG
LE001,SP001,C100250,B4GF16YE0A,B4GF16YE0A-11610,LIMITED RECOURSE RECV PURCHASE,PFEB,2023-10-26,2023-11-19,161558.07,USD,2024-12-31,OTP,SG
LE001,SP001,C100585,G8B2ZXII6L,G8B2ZXII6L-20208,POST ACCEPTANCE DISCOUNTING,IFNS,2023-01-16,2023-02-28,60815.64,SGD,2024-12-31,OTP,SG
LE001,SP001,C100377,G298CQK4LT,G298CQK4LT-11044,FINANCE AGAINST WAREHOUSE RECEIPT,BDBR,2024-02-26,2024-04-13,342573.29,AUD,2024-12-31,OTP,SG
LE001,SP001,C100238,IN8910T2F7,IN8910T2F7-13133,POST ACCEPTANCE DISCOUNTING,RSRV,2023-12-24,2023-12-24,43582.54,HKD,2024-12-31,OTP,SG
LE001,SP001,C100943,N0LH9P89FK,N0LH9P89FK-15754,PRE EXPORT FINANCING FOR FIS,PFAC,2023-10-09,2023-11-07,1566262.87,HKD,2024-12-31,OTP,SG
LE001,SP001,C100948,DDE3CUP8IJ,DDE3CUP8IJ-51288,PRESHIPMENT FINANCE EXPORT ORDERS,RRMB,2024-01-28,2024-02-25,126855.11,EUR,2024-12-31,OTP,SG
LE001,SP001,C100462,I7E1DDQLEM,I7E1DDQLEM-37215,BILL DISCOUNTING AGAINST BUYER RISK,RILC,2024-05-16,2024-07-09,21405.67,SGD,2024-12-31,OTP,SG
LE001,SP001,C100525,D3KZVH4FZ8,D3KZVH4FZ8-61936,LIMITED RECOURSE RECV PURCHASE,BDBR,2024-05-26,2024-07-17,16563.04,USD,2024-12-31,OTP,SG
LE001,SP001,C100133,BOQ0IQ2FA3,BOQ0IQ2FA3-39135,FINANCE AGAINST WAREHOUSE RECEIPT,PSHP,2023-10-09,2023-11-21,106827.1,HKD,2024-12-31,OTP,SG
LE001,SP001,C100125,7DV7C9HX3D,7DV7C9HX3D-53456,LIMITED RECOURSE RECV PURCHASE,RILC,2025-07-29,2025-08-08,45791.08,AUD,2024-12-31,OTP,SG
LE001,SP001,C100634,P0RNPM6JQF,P0RNPM6JQF-90492,PRE EXPORT FINANCING FOR FIS,BDBR,2023-01-23,2023-02-18,141040.25,AUD,2024-12-31,OTP,SG
LE001,SP001,C100800,RDNPX2I9TA,RDNPX2I9TA-60134,POST ACCEPTANCE DISCOUNTING,PFEB,2023-02-21,2023-03-15,105649.8,AUD,2024-12-31,OTP,SG
LE001,SP001,C100238,SNGLH62C9T,SNGLH62C9T-86544,VENDOR PREPAY,IFNS,2024-06-20,2024-08-01,54863.6,USD,2024-12-31,OTP,SG
LE001,SP001,C100180,J37C9H42M4,J37C9H42M4-32768,PRE EXPORT FINANCING FOR FIS,RRMB,2023-11-06,2024-01-03,21673.54,AUD,2024-12-31,OTP,SG
LE001,SP001,C100038,BZ8UUG95RL,BZ8UUG95RL-74282,INVOICE FINANCING BUYER,LRRP,2024-07-21,2024-08-28,9722.36,USD,2024-12-31,OTP,SG
LE001,SP001,C100600,ARLW3MG25C,ARLW3MG25C-29360,TRADE RECEIVABLES DISCOUNTING,IFNS,2022-11-28,2023-01-22,35037.78,EUR,2024-12-31,OTP,SG
LE001,SP001,C100664,8N7ODKEF82,8N7ODKEF82-73858,REFINANCING UNDER REIMBURSEMENT,VPRP,2023-11-10,2023-11-24,167322.53,HKD,2024-12-31,OTP,SG
LE001,SP001,C100033,VGLYE088O9,VGLYE088O9-84381,VENDOR PREPAY,RRMB,2024-08-14,2024-09-23,77413.19,AUD,2024-12-31,OTP,SG
LE001,SP001,C100457,DRLCMLW83Y,DRLCMLW83Y-54007,RECEIVABLE SERVICES,TPMP,2024-09-06,2024-09-21,13428.22,HKD,2024-12-31,OTP,SG
LE001,SP001,C100384,CJDAN085RN,CJDAN085RN-81568,INVOICE FINANCING SUPPLIER,PFEB,2024-08-05,2024-08-15,73704.35,JPY,2024-12-31,OTP,SG
LE001,SP001,C100346,C4KL8CGN0T,C4KL8CGN0T-22203,FI POST SHIP EXP FIN - LC AND COLL,RSRV,2023-06-10,2023-08-09,95071.15,HKD,2024-12-31,OTP,SG
LE001,SP001,C100304,F6FDHGZZ0J,F6FDHGZZ0J-46899,PRE EXPORT FINANCING FOR FIS,IFNS,2025-07-31,2025-08-25,20730.7,AUD,2024-12-31,OTP,SG
LE001,SP001,C100298,TRBAD3WRDH,TRBAD3WRDH-93648,INVOICE FINANCING BUYER,PFEB,2025-03-18,2025-04-06,72003.51,JPY,2024-12-31,OTP,SG
LE001,SP001,C100231,Q6JXNNNGBP,Q6JXNNNGBP-44524,TRADE PAYABLE MANAGEMENT,LRRP,2025-01-04,2025-02-21,64205.9,HKD,2024-12-31,OTP,SG
LE001,SP001,C100703,YDMT8VT43P,YDMT8VT43P-80190,FI POST SHIP EXP FIN - LC AND COLL,PSFI,2023-03-10,2023-03-29,15190.65,SGD,2024-12-31,OTP,SG
LE001,SP001,C100995,O4BUSU9F8Q,O4BUSU9F8Q-31910,FINANCE AGAINST WAREHOUSE RECEIPT,FAWR,2025-02-24,2025-02-26,91981.69,JPY,2024-12-31,OTP,SG
LE001,SP001,C100406,CYH3FVL03D,CYH3FVL03D-82923,REFINANCING UNDER REIMBURSEMENT,TPMP,2022-12-11,2023-01-09,117352.96,SGD,2024-12-31,OTP,SG
LE001,SP001,C100798,2WSPOFV177,2WSPOFV177-83752,INVOICE FINANCING SUPPLIER,BDBR,2023-12-06,2024-01-31,219621.63,JPY,2024-12-31,OTP,SG
LE001,SP001,C100707,JXURGOWYOO,JXURGOWYOO-53449,PRE EXPORT FINANCING FOR FIS,LRRP,2023-03-12,2023-05-09,212046.84,EUR,2024-12-31,OTP,SG
LE001,SP001,C100792,6A3KKRZD5E,6A3KKRZD5E-68079,REFINANCING UNDER REIMBURSEMENT,TPMP,2023-07-10,2023-08-17,11462.05,HKD,2024-12-31,OTP,SG
LE001,SP001,C100413,DP6ORSNC2C,DP6ORSNC2C-76426,TRADE RECEIVABLES DISCOUNTING,RSRV,2024-11-19,2024-12-01,19430.71,USD,2024-12-31,OTP,SG
LE001,SP001,C100247,4IQ7ZJ3SWE,4IQ7ZJ3SWE-14005,POST ACCEPTANCE DISCOUNTING,PFEB,2023-05-11,2023-05-22,111084.04,JPY,2024-12-31,OTP,SG
LE001,SP001,C100877,VMF60YKNFU,VMF60YKNFU-38091,PRE EXPORT FINANCING FOR FIS,PSFI,2024-09-12,2024-09-29,110917.63,HKD,2024-12-31,OTP,SG
LE001,SP001,C100729,OA21A6XVAJ,OA21A6XVAJ-50037,TRADE PAYABLE MANAGEMENT,PFAC,2023-09-30,2023-11-23,111085.7,EUR,2024-12-31,OTP,SG
LE001,SP001,C100662,QHKSWVA984,QHKSWVA984-83591,BILL DISCOUNTING AGAINST BUYER RISK,BDBR,2025-04-02,2025-05-02,6096819.43,SGD,2024-12-31,OTP,SG
LE001,SP001,C100824,MJLJX8XGSI,MJLJX8XGSI-17441,PRESHIPMENT FINANCE EXPORT ORDERS,RRMB,2025-01-27,2025-03-14,118784.79,SGD,2024-12-31,OTP,SG
LE001,SP001,C100702,X9JPNBZUG0,X9JPNBZUG0-39145,FI POST SHIP EXP FIN - LC AND COLL,PADS,2023-01-06,2023-01-25,233906.97,USD,2024-12-31,OTP,SG
LE001,SP001,C100670,45GDEJ31GY,45GDEJ31GY-53992,INVOICE FINANCING BUYER,PSFI,2023-11-13,2023-11-27,188113.75,HKD,2024-12-31,OTP,SG
LE001,SP001,C100072,5P5NVQEBWU,5P5NVQEBWU-91350,FI POST SHIP EXP FIN - LC AND COLL,FAWR,2023-01-20,2023-01-27,130832.02,HKD,2024-12-31,OTP,SG
LE001,SP001,C100883,NKB4EHOU6Q,NKB4EHOU6Q-51469,VENDOR PREPAY,IFNB,2023-02-15,2023-03-08,41014.33,HKD,2024-12-31,OTP,SG
LE001,SP001,C100629,9LCQH1UF22,9LCQH1UF22-26961,PORTFOLIO RECEIVABLE SERVICES,PFAC,2023-08-06,2023-09-02,148860.23,JPY,2024-12-31,OTP,SG
LE001,SP001,C100231,NBHNAL3GYW,NBHNAL3GYW-42613,POST ACCEPTANCE DISCOUNTING,BDBR,2025-02-18,2025-02-24,23685.3,JPY,2024-12-31,OTP,SG
LE001,SP001,C100350,SLCB8QSSPY,SLCB8QSSPY-27536,FI POST SHIP EXP FIN - LC AND COLL,PADS,2024-10-20,2024-10-30,45063.04,JPY,2024-12-31,OTP,SG
LE001,SP001,C100261,AI9HASEZ2N,AI9HASEZ2N-93928,LIMITED RECOURSE RECV PURCHASE,LRRP,2025-04-02,2025-05-13,33441.86,SGD,2024-12-31,OTP,SG
LE001,SP001,C100678,BEPEJZHYAP,BEPEJZHYAP-23235,TRADE PAYABLE MANAGEMENT,TRDS,2023-07-06,2023-08-28,66055.39,SGD,2024-12-31,OTP,SG
LE001,SP001,C100302,SWK2RV239M,SWK2RV239M-63707,VENDOR PREPAY,LRRP,2023-01-28,2023-03-27,962789.69,USD,2024-12-31,OTP,SG
LE001,SP001,C100740,YRIADDUR82,YRIADDUR82-19836,INVOICE FINANCING SUPPLIER,TPMP,2024-07-24,2024-08-22,6369.54,EUR,2024-12-31,OTP,SG
LE001,SP001,C100009,JB354MYPE4,JB354MYPE4-16014,TRADE RECEIVABLES DISCOUNTING,VPRP,2024-01-06,2024-01-28,136422.54,JPY,2024-12-31,OTP,SG
LE001,SP001,C100819,8J0NMEOQ4Y,8J0NMEOQ4Y-72684,PORTFOLIO RECEIVABLE SERVICES,VPRP,2025-03-23,2025-03-31,8645.04,HKD,2024-12-31,OTP,SG
LE001,SP001,C100029,094D6RUPW2,094D6RUPW2-90131,TRADE RECEIVABLES DISCOUNTING,PFEB,2023-02-14,2023-02-21,33985.25,JPY,2024-12-31,OTP,SG
LE001,SP001,C100531,PCXA5S00I8,PCXA5S00I8-54341,INVOICE FINANCING SUPPLIER,PFAC,2024-06-18,2024-07-18,221181.9,EUR,2024-12-31,OTP,SG
LE001,SP001,C100890,XXF36WA7SQ,XXF36WA7SQ-74990,VENDOR PREPAY,IFNB,2023-02-07,2023-02-27,64675.39,USD,2024-12-31,OTP,SG
LE001,SP001,C100457,LKSTN3CPUD,LKSTN3CPUD-75333,REFINANCING UNDER REIMBURSEMENT,IFNS,2023-01-26,2023-03-14,16427.41,HKD,2024-12-31,OTP,SG
LE001,SP001,C100687,AOBT328W6U,AOBT328W6U-95799,IMPORT L/C REFINANCING,RRMB,2023-10-27,2023-12-18,25377.94,SGD,2024-12-31,OTP,SG
LE001,SP001,C100349,34L1VZNQDX,34L1VZNQDX-10287,POST ACCEPTANCE DISCOUNTING,BDBR,2022-12-06,2022-12-29,135336.2,HKD,2024-12-31,OTP,SG
LE001,SP001,C100468,D6R30OJHE4,D6R30OJHE4-38257,FINANCE AGAINST WAREHOUSE RECEIPT,RRMB,2025-04-03,2025-05-21,24923.34,JPY,2024-12-31,OTP,SG
LE001,SP001,C100566,BWYE6QVS8A,BWYE6QVS8A-16366,PORTFOLIO RECEIVABLE SERVICES,PFEB,2023-01-03,2023-02-21,77633.19,USD,2024-12-31,OTP,SG
LE001,SP001,C100280,YG3DXVL5PV,YG3DXVL5PV-42537,PRESHIPMENT FINANCE EXPORT ORDERS,RRMB,2024-03-17,2024-04-14,63239.62,USD,2024-12-31,OTP,SG
LE001,SP001,C100639,EV5S4TL0TH,EV5S4TL0TH-37487,BILL DISCOUNTING AGAINST BUYER RISK,PADS,2025-02-11,2025-03-28,27394.01,HKD,2024-12-31,OTP,SG
LE001,SP001,C100765,9GTWZ1UU7Z,9GTWZ1UU7Z-98374,BILL DISCOUNTING AGAINST BUYER RISK,PFAC,2025-10-14,2025-11-16,784445.92,SGD,2024-12-31,OTP,SG
LE001,SP001,C100208,AFYH1FKJ4Y,AFYH1FKJ4Y-48684,LIMITED RECOURSE RECV PURCHASE,PADS,2023-04-28,2023-05-04,128117.47,AUD,2024-12-31,OTP,SG
LE001,SP001,C100396,5050UI22KX,5050UI22KX-60014,PORTFOLIO RECEIVABLE SERVICES,RRMB,2025-07-22,2025-07-22,5270.23,HKD,2024-12-31,OTP,SG
LE001,SP001,C100201,JW2536ZX1T,JW2536ZX1T-89087,FINANCE AGAINST WAREHOUSE RECEIPT,BDBR,2023-05-05,2023-05-16,74887.72,HKD,2024-12-31,OTP,SG
LE001,SP001,C100726,C80EBKJF4A,C80EBKJF4A-71122,TRADE RECEIVABLES DISCOUNTING,LRRP,2024-12-30,2025-02-27,27061.2,EUR,2024-12-31,OTP,SG
LE001,SP001,C100533,V1W4K2TCZS,V1W4K2TCZS-34100,INVOICE FINANCING BUYER,VPRP,2023-07-12,2023-08-15,166528.21,AUD,2024-12-31,OTP,SG
LE001,SP001,C100009,OM5XLK8WRU,OM5XLK8WRU-95105,INVOICE FINANCING SUPPLIER,PADS,2023-05-12,2023-05-27,23132.07,HKD,2024-12-31,OTP,SG
LE001,SP001,C100841,WW8YL68NTK,WW8YL68NTK-77746,POST ACCEPTANCE DISCOUNTING,RILC,2023-02-17,2023-02-19,52172.78,EUR,2024-12-31,OTP,SG
LE001,SP001,C100885,6GS8G8TACY,6GS8G8TACY-37941,PORTFOLIO RECEIVABLE SERVICES,IFNS,2024-09-14,2024-10-18,109752.68,HKD,2024-12-31,OTP,SG
LE001,SP001,C100813,50P3CYAZBC,50P3CYAZBC-33329,TRADE PAYABLE MANAGEMENT,IFNB,2024-07-31,2024-09-27,169211.76,EUR,2024-12-31,OTP,SG
LE001,SP001,C100717,OQOLOEAZC0,OQOLOEAZC0-15965,INVOICE FINANCING BUYER,PADS,2023-01-15,2023-01-21,14180.8,EUR,2024-12-31,OTP,SG
LE001,SP001,C100815,2KD1POXRTE,2KD1POXRTE-61248,BILL DISCOUNTING AGAINST BUYER RISK,TRDS,2024-03-09,2024-04-21,40078.63,HKD,2024-12-31,OTP,SG
LE001,SP001,C100766,X8A5FBUOTD,X8A5FBUOTD-37532,POST ACCEPTANCE DISCOUNTING,FAWR,2023-07-18,2023-09-13,33862.57,HKD,2024-12-31,OTP,SG
LE001,SP001,C100472,4FGWJEYUB1,4FGWJEYUB1-81939,INVOICE FINANCING BUYER,BDBR,2025-06-25,2025-07-11,27337.23,SGD,2024-12-31,OTP,SG
LE001,SP001,C100631,HU8MYIKCGR,HU8MYIKCGR-53036,BILL DISCOUNTING AGAINST BUYER RISK,TRDS,2023-10-25,2023-12-15,498094.5,EUR,2024-12-31,OTP,SG
LE001,SP001,C100473,8GL2ZXJMYL,8GL2ZXJMYL-72908,IMPORT L/C REFINANCING,PADS,2024-02-23,2024-03-25,97341.24,AUD,2024-12-31,OTP,SG
LE001,SP001,C100869,DXCK36H0W0,DXCK36H0W0-12441,RECEIVABLE SERVICES,PSHP,2024-08-31,2024-10-28,13186.37,SGD,2024-12-31,OTP,SG
LE001,SP001,C100513,TT9Q1NI10K,TT9Q1NI10K-70909,INVOICE FINANCING BUYER,PSHP,2023-10-26,2023-11-27,180130.04,SGD,2024-12-31,OTP,SG
LE001,SP001,C100753,X43WFSQG8X,X43WFSQG8X-29162,FI POST SHIP EXP FIN - LC AND COLL,PADS,2025-08-19,2025-09-02,764202,JPY,2024-12-31,OTP,SG
LE001,SP001,C100331,IJIYS2N75B,IJIYS2N75B-95003,INVOICE FINANCING SUPPLIER,TPMP,2024-05-19,2024-06-25,206686.48,AUD,2024-12-31,OTP,SG
LE001,SP001,C100498,UNNV6CJ9IO,UNNV6CJ9IO-55224,FI POST SHIP EXP FIN - LC AND COLL,RSRV,2023-01-17,2023-03-14,9669.73,USD,2024-12-31,OTP,SG
LE001,SP001,C100737,PISKFFV3XO,PISKFFV3XO-53283,INVOICE FINANCING SUPPLIER,PFEB,2023-03-05,2023-04-04,33487.22,USD,2024-12-31,OTP,SG
LE001,SP001,C100264,VXOIEVES6F,VXOIEVES6F-31802,VENDOR PREPAY,PSHP,2025-10-02,2025-11-27,273838.39,HKD,2024-12-31,OTP,SG
LE001,SP001,C100840,038HVQRHOF,038HVQRHOF-86368,VENDOR PREPAY,TPMP,2024-12-01,2025-01-16,25611.5,HKD,2024-12-31,OTP,SG
LE001,SP001,C100620,MQVINDH4SP,MQVINDH4SP-29603,INVOICE FINANCING SUPPLIER,VPRP,2023-03-11,2023-05-07,101985.23,AUD,2024-12-31,OTP,SG
LE001,SP001,C100664,V5T1DX6TA7,V5T1DX6TA7-98940,PORTFOLIO RECEIVABLE SERVICES,PFAC,2023-10-13,2023-12-07,151684.94,SGD,2024-12-31,OTP,SG
LE001,SP001,C100137,ZP7R1M264U,ZP7R1M264U-65769,TRADE PAYABLE MANAGEMENT,PFEB,2024-07-21,2024-09-17,19686.4,SGD,2024-12-31,OTP,SG
LE001,SP001,C100418,K5OGZ2UEAX,K5OGZ2UEAX-51405,POST ACCEPTANCE DISCOUNTING,IFNS,2024-12-28,2025-01-24,55746.48,HKD,2024-12-31,OTP,SG
LE001,SP001,C100379,VJTUW9OHTU,VJTUW9OHTU-33425,FI POST SHIP EXP FIN - LC AND COLL,TPMP,2024-02-20,2024-03-27,1224.73,EUR,2024-12-31,OTP,SG
LE001,SP001,C100820,1OE5EI28DS,1OE5EI28DS-54359,LIMITED RECOURSE RECV PURCHASE,VPRP,2023-09-05,2023-10-15,17513.63,SGD,2024-12-31,OTP,SG
LE001,SP001,C100628,23QVDJNV07,23QVDJNV07-62513,BILL DISCOUNTING AGAINST BUYER RISK,LRRP,2024-11-16,2024-12-26,44219.37,JPY,2024-12-31,OTP,SG
LE001,SP001,C100368,PHX2KBVSIG,PHX2KBVSIG-14726,PRE EXPORT FINANCING FOR FIS,RSRV,2024-12-22,2024-12-27,13395.31,EUR,2024-12-31,OTP,SG
LE001,SP001,C100356,2MOVS0CDK3,2MOVS0CDK3-86406,POST ACCEPTANCE DISCOUNTING,TPMP,2024-08-03,2024-09-10,424596.07,USD,2024-12-31,OTP,SG
LE001,SP001,C100897,QOAGSUSMES,QOAGSUSMES-43776,TRADE PAYABLE MANAGEMENT,RILC,2023-09-29,2023-11-04,10762.58,JPY,2024-12-31,OTP,SG
LE001,SP001,C100693,118QQVAECW,118QQVAECW-38885,PRE EXPORT FINANCING FOR FIS,RRMB,2023-07-19,2023-08-10,35310.89,AUD,2024-12-31,OTP,SG
LE001,SP001,C100915,TZJKO0MTGL,TZJKO0MTGL-38647,TRADE PAYABLE MANAGEMENT,VPRP,2024-10-16,2024-11-16,70044.69,HKD,2024-12-31,OTP,SG
LE001,SP001,C100978,H05HHIWFD7,H05HHIWFD7-98580,FI POST SHIP EXP FIN - LC AND COLL,RSRV,2025-08-15,2025-10-08,337569.92,JPY,2024-12-31,OTP,SG
LE001,SP001,C100131,NL65UJG1SO,NL65UJG1SO-85584,LIMITED RECOURSE RECV PURCHASE,PFAC,2023-03-06,2023-05-05,10688.95,AUD,2024-12-31,OTP,SG
LE001,SP001,C100594,BM41QESLAY,BM41QESLAY-59732,INVOICE FINANCING SUPPLIER,RRMB,2023-10-31,2023-12-09,241783.14,EUR,2024-12-31,OTP,SG
LE001,SP001,C100286,GJJ8MGPP1N,GJJ8MGPP1N-62506,IMPORT L/C REFINANCING,VPRP,2025-02-14,2025-03-22,60613.91,HKD,2024-12-31,OTP,SG
LE001,SP001,C100431,IDJIPNF8F3,IDJIPNF8F3-33148,FI POST SHIP EXP FIN - LC AND COLL,TRDS,2022-12-17,2023-01-20,18438.38,HKD,2024-12-31,OTP,SG
LE001,SP001,C100460,LRJ4BDFHJ4,LRJ4BDFHJ4-22622,REFINANCING UNDER REIMBURSEMENT,TPMP,2023-11-01,2023-11-24,104247.61,AUD,2024-12-31,OTP,SG
LE001,SP001,C100363,U3MOMYVUXT,U3MOMYVUXT-47304,REFINANCING UNDER REIMBURSEMENT,PFEB,2023-05-09,2023-07-04,76029.11,SGD,2024-12-31,OTP,SG
LE001,SP001,C100081,NKWFG3MWU4,NKWFG3MWU4-19351,VENDOR PREPAY,RRMB,2024-07-30,2024-08-19,29136.29,EUR,2024-12-31,OTP,SG
LE001,SP001,C100188,XZVO5270SQ,XZVO5270SQ-31930,RECEIVABLE SERVICES,TRDS,2024-07-17,2024-08-28,65105.38,EUR,2024-12-31,OTP,SG
LE001,SP001,C100106,7ZCGDC5TAO,7ZCGDC5TAO-20911,TRADE PAYABLE MANAGEMENT,TRDS,2025-05-21,2025-07-01,37707.85,JPY,2024-12-31,OTP,SG
LE001,SP001,C100478,LIKWE4BX4L,LIKWE4BX4L-72410,TRADE PAYABLE MANAGEMENT,RILC,2025-02-06,2025-04-07,68611.87,HKD,2024-12-31,OTP,SG
LE001,SP001,C100824,TVQ05PXT6R,TVQ05PXT6R-39770,INVOICE FINANCING BUYER,RILC,2024-02-18,2024-03-12,132529.01,JPY,2024-12-31,OTP,SG
LE001,SP001,C100306,JKA34MQA78,JKA34MQA78-72530,RECEIVABLE SERVICES,PFAC,2024-03-20,2024-04-27,401603.35,USD,2024-12-31,OTP,SG
