le_id,sub_prof_id,checklist_id,collateral_id,client_id,facility_id,customer_type,checklist_status,security_type,security_sub_type,document_status,custody_status,market_value,haircut_pct,valuation_date,currency,valuation_source,pledge_status,location,owner_name,notes,customer_id,particulars_of_collateral,security_id,document_id,document_description,document_date,document_expiry_date,amount,property_address,property_memorial_type,remarks,mth_end,src,cty
LE001,SP001,800252,500252,C100676,F201016,MAIN_BORROWER,in_progress,OTHERS,Contracts,pending_update,ALLOW_TEMP_UPLIFT,590737,0.37,03-07-2024,HKD,Internal Valuation,NOT_PLEDGED,AE,Custodian Bank,,,,,,,03-07-2024,03-07-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800253,500253,C100249,F200371,MAIN_BORROWER,new,COMMODITY,Agricultural Produce,awaiting,ALLOW_BULK_PERM_UPLIFT,329018,0.3,24-06-2025,HKD,Third Party Valuer,PLEDGED,HK,SPV Trustee,,,,,,,24-06-2025,24-06-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800254,500254,C100529,F200796,MAIN_BORROWER,completed,ASSET BASED,Plant & Machinery,pending_update,PENDING_ALLOW_BULK_PERM_UPLIFT,117197,0.37,22-01-2025,USD,Custody Statement,PARTIAL,HK,Third Party Trustee,,,,,,,22-01-2025,22-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800255,500255,C100615,F200930,MAIN_BORROWER,obsolete,COMMODITY,Agricultural Produce,submitted_to_custodian,ALLOW_RELODGE,1268564,0.34,11-02-2025,SGD,Third Party Valuer,PARTIAL,IN,Vertex Finance Pte Ltd,,,,,,,11-02-2025,11-02-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800256,500256,C100387,F200589,MAIN_BORROWER,obsolete,COMMODITY,Gold,pending_update,ALLOW_BULK_PERM_UPLIFT,112995,0.03,22-05-2024,INR,Internal Valuation,PLEDGED,HK,Custodian Bank,,,,,,,22-05-2024,22-05-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800257,500257,C100898,F201359,MAIN_BORROWER,certification_allowed,CASH,Cash Deposit,submitted_to_custodian,PENDING_ALLOW_PERM_UPLIFT,295353,0.34,01-03-2024,INR,Custody Statement,PARTIAL,UK,Apex Solutions Pte Ltd,,,,,,,01-03-2024,01-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800258,500258,C100234,F200350,MAIN_BORROWER,certification_allowed,OTHERS,Contracts,pending_update,ALLOW_BULK_PERM_UPLIFT,177643,0.3,26-11-2023,INR,Internal Valuation,RELEASED,US,Third Party Trustee,,,,,,,26-11-2023,26-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800259,500259,C100290,F200437,MAIN_BORROWER,new,INSURANCE,Policy Assignment,awaiting,PENDING_ALLOW_TEMP_UPLIFT,511313,0.02,01-11-2025,INR,Market Price,PLEDGED,US,Third Party Trustee,,,,,,,01-11-2025,01-11-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800260,500260,C100418,F200635,MAIN_BORROWER,deferred,CASH,Cash Collateral,received,PENDING_ALLOW_PERM_UPLIFT,211925,0.22,19-03-2024,EUR,Custody Statement,RELEASED,IN,SPV Trustee,,,,,,,19-03-2024,19-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800261,500261,C100773,F201169,MAIN_BORROWER,in_progress,OTHERS,Contracts,pending_complete,AWAITING,125630,0.11,15-04-2024,INR,Third Party Valuer,RELEASED,AE,Custodian Bank,,,,,,,15-04-2024,15-04-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800262,500262,C100875,F201327,MAIN_BORROWER,completed,GUARANTEES,Corporate Guarantee,received,PENDING_ALLOW_PERM_UPLIFT,234577,0.4,27-05-2025,USD,Third Party Valuer,RELEASED,IN,Lotus Capital Pte Ltd,,,,,,,27-05-2025,27-05-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800263,500263,C100398,F200606,MAIN_BORROWER,certification_allowed,CASH,Cash Collateral,awaiting,AWAITING,56384,0.25,04-03-2024,GBP,Internal Valuation,NOT_PLEDGED,UK,Harbour Shipping Pte Ltd,,,,,,,04-03-2024,04-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800264,500264,C100741,F201119,MAIN_BORROWER,completed,OTHERS,Contracts,submitted_to_custodian,PENDING_ALLOW_BULK_PERM_UPLIFT,522616,0.36,07-03-2024,USD,Market Price,PARTIAL,SG,Third Party Trustee,,,,,,,07-03-2024,07-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800265,500265,C100199,F200294,MAIN_BORROWER,deferred,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note A,completed,ALLOW_PERM_UPLIFT,561269,0.32,19-12-2023,USD,Custody Statement,NOT_PLEDGED,SG,SPV Trustee,,,,,,,19-12-2023,19-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800266,500266,C100361,F200553,MAIN_BORROWER,certification_allowed,OTHERS,Intellectual Property,received,AWAITING,122484,0.27,19-11-2023,USD,Third Party Valuer,RELEASED,UK,SPV Trustee,,,,,,,19-11-2023,19-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800267,500267,C100620,F200937,MAIN_BORROWER,in_progress,PROPERTY,Land,received,RECEIVED,235053,0.3,14-02-2025,SGD,Market Price,PLEDGED,IN,SPV Trustee,,,,,,,14-02-2025,14-02-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800268,500268,C100969,F201480,MAIN_BORROWER,obsolete,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,pending_update,PENDING_ALLOW_PERM_UPLIFT,93730,0.44,30-03-2024,EUR,Custody Statement,PARTIAL,HK,SPV Trustee,,,,,,,30-03-2024,30-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800269,500269,C100697,F201050,MAIN_BORROWER,obsolete,ASSET BASED,Receivables,completed,ALLOW_TEMP_UPLIFT,195576,0.08,31-08-2025,GBP,Internal Valuation,RELEASED,US,SPV Trustee,,,,,,,31-08-2025,31-08-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800270,500270,C100717,F201080,MAIN_BORROWER,deferred,GUARANTEES,Corporate Guarantee,awaiting,PENDING_ALLOW_TEMP_UPLIFT,159885,0.06,20-12-2023,HKD,Market Price,NOT_PLEDGED,US,SPV Trustee,,,,,,,20-12-2023,20-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800271,500271,C100223,F200335,MAIN_BORROWER,obsolete,COMMODITY,Agricultural Produce,completed,ALLOW_TEMP_UPLIFT,449268,0.35,28-04-2025,GBP,Third Party Valuer,NOT_PLEDGED,UK,Third Party Trustee,,,,,,,28-04-2025,28-04-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800272,500272,C100207,F200308,MAIN_BORROWER,obsolete,MARKETABLE SECURITIES,Government Bonds,submitted_to_custodian,PENDING_ALLOW_BULK_PERM_UPLIFT,1512433,0.39,09-07-2025,USD,Custody Statement,PLEDGED,IN,Pacific Exports Pte Ltd,,,,,,,09-07-2025,09-07-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800273,500273,C100380,F200582,MAIN_BORROWER,in_progress,PROPERTY,Industrial,completed,ALLOW_BULK_PERM_UPLIFT,348564,0.26,03-06-2024,EUR,Custody Statement,PLEDGED,IN,Custodian Bank,,,,,,,03-06-2024,03-06-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800274,500274,C100962,F201469,MAIN_BORROWER,in_progress,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,awaiting,PENDING_ALLOW_TEMP_UPLIFT,350422,0.21,07-12-2023,SGD,Internal Valuation,PARTIAL,UK,Apex Solutions Pte Ltd,,,,,,,07-12-2023,07-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800275,500275,C100690,F201035,MAIN_BORROWER,completed,OTHERS,Intellectual Property,received,AWAITING,81595,0.18,20-02-2024,EUR,Market Price,NOT_PLEDGED,UK,Custodian Bank,,,,,,,20-02-2024,20-02-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800276,500276,C100374,F200573,MAIN_BORROWER,deferred,PROPERTY,Land,pending_update,AWAITING,101765,0.12,22-11-2023,EUR,Third Party Valuer,PARTIAL,HK,Third Party Trustee,,,,,,,22-11-2023,22-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800277,500277,C100833,F201259,MAIN_BORROWER,completed,INSURANCE,Policy Assignment,submitted_to_custodian,ALLOW_BULK_PERM_UPLIFT,152497,0.29,14-10-2024,SGD,Custody Statement,PARTIAL,SG,Third Party Trustee,,,,,,,14-10-2024,14-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800278,500278,C100511,F200767,MAIN_BORROWER,new,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,received,ALLOW_PERM_UPLIFT,120254,0.4,05-01-2025,EUR,Internal Valuation,PARTIAL,SG,Third Party Trustee,,,,,,,05-01-2025,05-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800279,500279,C100220,F200330,MAIN_BORROWER,deferred,PROPERTY,Residential,pending_complete,PENDING_ALLOW_TEMP_UPLIFT,68128,0.24,01-12-2024,EUR,Custody Statement,RELEASED,UK,Merlion Holdings Pte Ltd,,,,,,,01-12-2024,01-12-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800280,500280,C100124,F200186,MAIN_BORROWER,deferred,GUARANTEES,Bank Guarantee,submitted_to_custodian,PENDING_ALLOW_TEMP_UPLIFT,257715,0.49,21-01-2025,EUR,Internal Valuation,PARTIAL,AE,Custodian Bank,,,,,,,21-01-2025,21-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800281,500281,C100390,F200597,MAIN_BORROWER,obsolete,INSURANCE,Insurance Bond,pending_complete,PENDING_ALLOW_PERM_UPLIFT,72383,0.32,13-06-2025,SGD,Third Party Valuer,PARTIAL,SG,Apex Solutions Pte Ltd,,,,,,,13-06-2025,13-06-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800282,500282,C100351,F200536,MAIN_BORROWER,new,MARKETABLE SECURITIES,Corporate Bonds,submitted_to_custodian,PENDING_ALLOW_PERM_UPLIFT,298423,0.33,12-11-2023,EUR,Custody Statement,RELEASED,US,SPV Trustee,,,,,,,12-11-2023,12-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800283,500283,C100423,F200641,MAIN_BORROWER,deferred,COMMODITY,Gold,submitted_to_custodian,RECEIVED,281002,0.08,13-03-2025,HKD,Internal Valuation,NOT_PLEDGED,HK,Custodian Bank,,,,,,,13-03-2025,13-03-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800284,500284,C100097,F200143,MAIN_BORROWER,certification_allowed,PROPERTY,Residential,awaiting,AWAITING,685282,0.03,28-09-2024,INR,Market Price,NOT_PLEDGED,SG,Custodian Bank,,,,,,,28-09-2024,28-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800285,500285,C100234,F200350,MAIN_BORROWER,completed,INSURANCE,Insurance Bond,awaiting,ALLOW_PERM_UPLIFT,2024416,0.32,27-06-2025,INR,Custody Statement,RELEASED,UK,Custodian Bank,,,,,,,27-06-2025,27-06-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800286,500286,C100998,F201526,MAIN_BORROWER,completed,INSURANCE,Insurance Bond,received,PENDING_ALLOW_BULK_PERM_UPLIFT,67662,0.08,25-11-2023,INR,Market Price,PARTIAL,IN,SPV Trustee,,,,,,,25-11-2023,25-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800287,500287,C100493,F200746,MAIN_BORROWER,completed,CASH,Cash Deposit,pending_complete,ALLOW_PERM_UPLIFT,96221,0.17,12-09-2024,EUR,Market Price,PLEDGED,IN,Third Party Trustee,,,,,,,12-09-2024,12-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800288,500288,C100293,F200442,MAIN_BORROWER,deferred,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note A,awaiting,PENDING_ALLOW_PERM_UPLIFT,379750,0.35,23-06-2024,GBP,Internal Valuation,RELEASED,IN,Third Party Trustee,,,,,,,23-06-2024,23-06-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800289,500289,C100561,F200848,MAIN_BORROWER,completed,GUARANTEES,Corporate Guarantee,completed,PENDING_ALLOW_PERM_UPLIFT,358427,0.44,18-08-2024,GBP,Internal Valuation,PARTIAL,HK,SPV Trustee,,,,,,,18-08-2024,18-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800290,500290,C100432,F200654,MAIN_BORROWER,in_progress,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,completed,RECEIVED,256217,0.16,13-05-2024,EUR,Internal Valuation,NOT_PLEDGED,HK,SPV Trustee,,,,,,,13-05-2024,13-05-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800291,500291,C100652,F200979,MAIN_BORROWER,deferred,PROPERTY,Industrial,awaiting,ALLOW_BULK_PERM_UPLIFT,37508,0.36,23-06-2024,SGD,Third Party Valuer,PLEDGED,IN,Harbour Shipping Pte Ltd,,,,,,,23-06-2024,23-06-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800292,500292,C100995,F201521,MAIN_BORROWER,certification_allowed,INSURANCE,Insurance Bond,completed,RECEIVED,435685,0.08,17-08-2024,HKD,Third Party Valuer,NOT_PLEDGED,SG,Custodian Bank,,,,,,,17-08-2024,17-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800293,500293,C100350,F200534,MAIN_BORROWER,certification_allowed,INSURANCE,Insurance Bond,pending_complete,RECEIVED,113225,0.5,22-07-2024,HKD,Custody Statement,NOT_PLEDGED,SG,SPV Trustee,,,,,,,22-07-2024,22-07-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800294,500294,C100073,F200109,MAIN_BORROWER,certification_allowed,COMMODITY,Gold,awaiting,ALLOW_TEMP_UPLIFT,1571870,0.45,25-02-2025,GBP,Internal Valuation,PARTIAL,US,Third Party Trustee,,,,,,,25-02-2025,25-02-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800295,500295,C100203,F200304,MAIN_BORROWER,deferred,CASH,Cash Collateral,completed,ALLOW_PERM_UPLIFT,63815,0.25,12-12-2023,EUR,Market Price,PLEDGED,UK,Custodian Bank,,,,,,,12-12-2023,12-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800296,500296,C100203,F200304,MAIN_BORROWER,obsolete,ASSET BASED,Plant & Machinery,pending_update,ALLOW_RELODGE,146694,0.12,16-07-2025,SGD,Internal Valuation,PLEDGED,HK,SPV Trustee,,,,,,,16-07-2025,16-07-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800297,500297,C100405,F200617,MAIN_BORROWER,obsolete,ASSET BASED,Inventory,received,ALLOW_BULK_PERM_UPLIFT,98227,0.3,02-12-2023,GBP,Third Party Valuer,RELEASED,SG,Third Party Trustee,,,,,,,02-12-2023,02-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800298,500298,C100511,F200767,MAIN_BORROWER,obsolete,MARKETABLE SECURITIES,Equity Shares,received,RECEIVED,304491,0.05,18-01-2024,SGD,Market Price,NOT_PLEDGED,US,Third Party Trustee,,,,,,,18-01-2024,18-01-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800299,500299,C100571,F200865,MAIN_BORROWER,obsolete,PROPERTY,Commercial,completed,AWAITING,259015,0.03,18-10-2024,EUR,Market Price,PLEDGED,US,Custodian Bank,,,,,,,18-10-2024,18-10-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800300,500300,C100555,F200839,MAIN_BORROWER,in_progress,GUARANTEES,Bank Guarantee,pending_complete,PENDING_ALLOW_TEMP_UPLIFT,142237,0.28,12-12-2024,HKD,Custody Statement,NOT_PLEDGED,SG,Third Party Trustee,,,,,,,12-12-2024,12-12-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800301,500301,C100302,F200456,MAIN_BORROWER,in_progress,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,submitted_to_custodian,ALLOW_BULK_PERM_UPLIFT,62346,0.24,25-01-2024,INR,Third Party Valuer,PLEDGED,IN,SPV Trustee,,,,,,,25-01-2024,25-01-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800302,500302,C100328,F200499,MAIN_BORROWER,new,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,completed,AWAITING,41907,0.11,10-12-2023,GBP,Internal Valuation,RELEASED,US,SPV Trustee,,,,,,,10-12-2023,10-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800303,500303,C100098,F200146,MAIN_BORROWER,certification_allowed,CASH,Cash Collateral,completed,RECEIVED,345162,0.42,29-06-2025,SGD,Internal Valuation,PARTIAL,HK,Evergreen Commodities Pte Ltd,,,,,,,29-06-2025,29-06-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800304,500304,C100584,F200886,MAIN_BORROWER,obsolete,PROPERTY,Industrial,awaiting,ALLOW_PERM_UPLIFT,2250854,0.04,27-03-2025,INR,Internal Valuation,NOT_PLEDGED,AE,Custodian Bank,,,,,,,27-03-2025,27-03-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800305,500305,C100479,F200725,MAIN_BORROWER,new,MARKETABLE SECURITIES,Mutual Funds,pending_complete,PENDING_ALLOW_TEMP_UPLIFT,74359,0.41,14-11-2023,USD,Market Price,PLEDGED,AE,Pioneer Energy Pte Ltd,,,,,,,14-11-2023,14-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800306,500306,C100079,F200118,MAIN_BORROWER,in_progress,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note A,completed,ALLOW_TEMP_UPLIFT,148058,0.07,17-03-2025,INR,Custody Statement,NOT_PLEDGED,IN,Third Party Trustee,,,,,,,17-03-2025,17-03-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800307,500307,C100764,F201154,MAIN_BORROWER,completed,MARKETABLE SECURITIES,Mutual Funds,completed,PENDING_ALLOW_TEMP_UPLIFT,116649,0.36,28-08-2024,USD,Third Party Valuer,PARTIAL,IN,SPV Trustee,,,,,,,28-08-2024,28-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800308,500308,C100546,F200824,MAIN_BORROWER,deferred,PROPERTY,Industrial,pending_update,PENDING_ALLOW_PERM_UPLIFT,3332631,0.45,24-04-2024,EUR,Third Party Valuer,RELEASED,IN,Third Party Trustee,,,,,,,24-04-2024,24-04-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800309,500309,C100384,F200586,MAIN_BORROWER,obsolete,MARKETABLE SECURITIES,Mutual Funds,awaiting,AWAITING,138940,0.23,28-09-2024,USD,Market Price,PLEDGED,IN,Third Party Trustee,,,,,,,28-09-2024,28-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800310,500310,C100006,F200011,MAIN_BORROWER,deferred,GUARANTEES,Bank Guarantee,received,PENDING_ALLOW_TEMP_UPLIFT,498138,0.43,17-10-2025,HKD,Custody Statement,NOT_PLEDGED,SG,Merlion Holdings Pte Ltd,,,,,,,17-10-2025,17-10-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800311,500311,C100364,F200557,MAIN_BORROWER,completed,COMMODITY,Oil,pending_complete,AWAITING,193747,0.2,22-03-2024,SGD,Third Party Valuer,PLEDGED,IN,Custodian Bank,,,,,,,22-03-2024,22-03-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800312,500312,C100751,F201133,MAIN_BORROWER,new,MARKETABLE SECURITIES,Mutual Funds,awaiting,AWAITING,108476,0.1,03-12-2023,HKD,Internal Valuation,PLEDGED,AE,Custodian Bank,,,,,,,03-12-2023,03-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800313,500313,C100798,F201210,MAIN_BORROWER,certification_allowed,MARKETABLE SECURITIES,Corporate Bonds,completed,ALLOW_PERM_UPLIFT,219228,0.44,21-08-2024,GBP,Internal Valuation,PARTIAL,SG,SPV Trustee,,,,,,,21-08-2024,21-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800314,500314,C100326,F200495,MAIN_BORROWER,in_progress,MARKETABLE SECURITIES,Government Bonds,pending_update,PENDING_ALLOW_TEMP_UPLIFT,267173,0.09,20-12-2023,HKD,Market Price,PLEDGED,HK,Custodian Bank,,,,,,,20-12-2023,20-12-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800315,500315,C100805,F201220,MAIN_BORROWER,obsolete,COMMODITY,Gold,awaiting,PENDING_ALLOW_TEMP_UPLIFT,136948,0.18,09-07-2024,INR,Custody Statement,PARTIAL,UK,Lotus Capital Pte Ltd,,,,,,,09-07-2024,09-07-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800316,500316,C100513,F200770,MAIN_BORROWER,in_progress,COMMODITY,Gold,submitted_to_custodian,ALLOW_TEMP_UPLIFT,202169,0.25,20-04-2025,GBP,Market Price,NOT_PLEDGED,HK,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,,,,,,,20-04-2025,20-04-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800317,500317,C100795,F201205,MAIN_BORROWER,deferred,MARKETABLE SECURITIES,Equity Shares,pending_complete,ALLOW_TEMP_UPLIFT,60005,0.07,11-09-2024,GBP,Market Price,RELEASED,UK,Harbour Shipping Pte Ltd,,,,,,,11-09-2024,11-09-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800318,500318,C100173,F200257,MAIN_BORROWER,obsolete,PROPERTY,Commercial,pending_complete,ALLOW_BULK_PERM_UPLIFT,140228,0.23,14-03-2025,SGD,Third Party Valuer,PLEDGED,SG,Orchid Foods Pte Ltd,,,,,,,14-03-2025,14-03-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800319,500319,C100971,F201484,MAIN_BORROWER,in_progress,INSURANCE,Policy Assignment,pending_update,ALLOW_PERM_UPLIFT,79665,0.18,18-07-2025,EUR,Third Party Valuer,RELEASED,HK,Third Party Trustee,,,,,,,18-07-2025,18-07-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800320,500320,C100559,F200846,MAIN_BORROWER,obsolete,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,submitted_to_custodian,ALLOW_PERM_UPLIFT,216988,0.32,17-06-2025,HKD,Market Price,PARTIAL,IN,Pacific Exports Pte Ltd,,,,,,,17-06-2025,17-06-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800321,500321,C100174,F200258,MAIN_BORROWER,certification_allowed,INSURANCE,Policy Assignment,pending_update,ALLOW_PERM_UPLIFT,30178,0.4,15-02-2024,EUR,Market Price,PLEDGED,US,SPV Trustee,,,,,,,15-02-2024,15-02-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800322,500322,C100885,F201343,MAIN_BORROWER,completed,ASSET BASED,Receivables,pending_update,PENDING_ALLOW_TEMP_UPLIFT,69006,0.44,14-01-2024,GBP,Internal Valuation,PLEDGED,UK,Custodian Bank,,,,,,,14-01-2024,14-01-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800323,500323,C100190,F200280,MAIN_BORROWER,certification_allowed,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,completed,PENDING_ALLOW_TEMP_UPLIFT,36491,0.29,10-11-2023,USD,Custody Statement,RELEASED,UK,Custodian Bank,,,,,,,10-11-2023,10-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800324,500324,C100762,F201151,MAIN_BORROWER,deferred,ASSET BASED,Receivables,completed,PENDING_ALLOW_TEMP_UPLIFT,456018,0.35,10-11-2024,HKD,Custody Statement,RELEASED,SG,SPV Trustee,,,,,,,10-11-2024,10-11-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800325,500325,C100911,F201380,MAIN_BORROWER,obsolete,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,completed,RECEIVED,138664,0.13,24-11-2024,GBP,Custody Statement,PARTIAL,IN,Third Party Trustee,,,,,,,24-11-2024,24-11-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800326,500326,C100246,F200367,MAIN_BORROWER,new,OTHERS,Contracts,completed,ALLOW_TEMP_UPLIFT,47072,0.46,06-12-2024,GBP,Third Party Valuer,NOT_PLEDGED,IN,Third Party Trustee,,,,,,,06-12-2024,06-12-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800327,500327,C100316,F200476,MAIN_BORROWER,deferred,OTHERS,Intellectual Property,awaiting,PENDING_ALLOW_TEMP_UPLIFT,452953,0.33,09-04-2024,SGD,Third Party Valuer,PLEDGED,HK,SPV Trustee,,,,,,,09-04-2024,09-04-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800328,500328,C100744,F201123,MAIN_BORROWER,obsolete,MARKETABLE SECURITIES,Mutual Funds,submitted_to_custodian,AWAITING,70463,0.48,02-01-2025,GBP,Third Party Valuer,NOT_PLEDGED,HK,Lotus Capital Pte Ltd,,,,,,,02-01-2025,02-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800329,500329,C100189,F200279,MAIN_BORROWER,certification_allowed,INSURANCE,Policy Assignment,pending_complete,RECEIVED,55255,0.31,17-03-2025,HKD,Market Price,PARTIAL,HK,Custodian Bank,,,,,,,17-03-2025,17-03-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800330,500330,C100188,F200278,MAIN_BORROWER,certification_allowed,PROPERTY,Land,pending_update,ALLOW_PERM_UPLIFT,529830,0.09,25-04-2025,SGD,Third Party Valuer,RELEASED,US,Third Party Trustee,,,,,,,25-04-2025,25-04-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800331,500331,C100775,F201171,MAIN_BORROWER,in_progress,CASH,Cash Collateral,submitted_to_custodian,ALLOW_RELODGE,244430,0.47,16-08-2024,INR,Custody Statement,PARTIAL,HK,Custodian Bank,,,,,,,16-08-2024,16-08-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800332,500332,C100794,F201203,MAIN_BORROWER,new,OTHERS,Contracts,received,ALLOW_PERM_UPLIFT,293020,0.21,02-04-2024,INR,Internal Valuation,PLEDGED,US,Custodian Bank,,,,,,,02-04-2024,02-04-2024,,,,,31-12-2024,CMS,SG
LE001,SP001,800333,500333,C100898,F201359,MAIN_BORROWER,in_progress,SCB STRUCTURED DEPOSITS/NOTES,Structured Deposit Note B,received,ALLOW_PERM_UPLIFT,82679,0.49,29-09-2025,INR,Custody Statement,NOT_PLEDGED,UK,Custodian Bank,,,,,,,29-09-2025,29-09-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800334,500334,C100905,F201371,MAIN_BORROWER,certification_allowed,INSURANCE,Insurance Bond,submitted_to_custodian,PENDING_ALLOW_TEMP_UPLIFT,193881,0.1,11-01-2025,INR,Internal Valuation,NOT_PLEDGED,US,Custodian Bank,,,,,,,11-01-2025,11-01-2025,,,,,31-12-2024,CMS,SG
LE001,SP001,800335,500335,C100739,F201115,MAIN_BORROWER,completed,COMMODITY,Agricultural Produce,pending_update,PENDING_ALLOW_PERM_UPLIFT,403005,0.47,27-11-2023,INR,Third Party Valuer,RELEASED,US,Cedar Technologies Pte Ltd,,,,,,,27-11-2023,27-11-2023,,,,,31-12-2024,CMS,SG
LE001,SP001,800336,500336,C100464,F200704,MAIN_BORROWER,obsolete,PROPERTY,Residential,completed,RECEIVED,1243074,0.14,01-12-2023,HKD,Market Price,PLEDGED,SG,Custodian Bank,,,,,,,01-12-2023,01-12-2023,,,,,31-12-2024,CMS,SG
