le_id,sub_prof_id,client_id,trade_id,product_group,product_type,counterparty_id,counterparty_name,trade_date,value_date,notional,currency,mth_end,src,cty
LE001,SP001,C100857,737849448,OSwP,SWAP,609578849,TEMASEK HOLDINGS,2024-07-18,2024-07-30,65441.62,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100662,377733976,StockVsFeeFeePayment,IRS,129474736,SINGAPORE AIRLINES,2023-02-20,2023-02-26,2229304.5,JPY,2024-12-31,MUREX,SG
LE001,SP001,C100933,341712209,TripartySBLFOP,IRS,799636574,SINGAPORE TREASURY,2024-06-09,2024-06-10,44616.91,USD,2024-12-31,FMPTS,SG
LE001,SP001,C100433,242071170,Redemption,SECURITY,959922040,STANDARD CHARTERED BANK LTD,2023-08-18,2023-08-27,29307.62,AUD,2024-12-31,RAZORMM,SG
LE001,SP001,C100104,504237434,LN_BR,MM,370581558,CITIBANK N.A.,2024-04-22,2024-05-02,249643.2,INR,2024-12-31,SABRE,SG
LE001,SP001,C100493,107889398,ASIAN,BOND,702859986,DBS GROUP HOLDINGS,2024-09-15,2024-09-25,442097.22,AUD,2024-12-31,RAZORFX,SG
LE001,SP001,C100153,168544512,EQ Swap,IRS,787833374,GENTING SINGAPORE LTD,2023-10-11,2023-10-20,257171.08,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100738,655439758,UNDERWRITING,FX,964823687,DBS GROUP HOLDINGS,2024-02-18,2024-03-11,5009.39,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100725,127332385,RTRS,IRS,378556835,SINGAPORE TREASURY,2024-02-19,2024-03-03,238982.1,USD,2024-12-31,SABRE,SG
LE001,SP001,C100519,714225883,CLAIMS_PENAL,BOND,880126986,BNP PARIBAS,2024-07-01,2024-07-22,49226.61,AED,2024-12-31,RAZORMM,SG
LE001,SP001,C100742,422331737,WRITE_OFF,DERIVATIVE,294493146,BARCLAYS BANK,2023-04-10,2023-04-26,640865.13,EUR,2024-12-31,RAZORMM,SG
LE001,SP001,C100430,967952618,Redemption,BOND,802693852,UOB LTD,2023-08-16,2023-08-28,432171.47,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100054,946205663,EQ Swap,BOND,379773344,TEMASEK HOLDINGS,2023-10-29,2023-11-13,79075.33,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100305,781178315,StockVsFee,MM,308889819,STANDARD CHARTERED BANK SINGAPORE,2023-05-03,2023-05-31,137581.67,INR,2024-12-31,SABRE,SG
LE001,SP001,C100323,543570539,None,SWAP,247494816,CITIBANK N.A.,2023-12-17,2023-12-31,16796.8,AED,2024-12-31,MUREX,SG
LE001,SP001,C100004,868443155,Redemption,FWD,623535947,GENTING SINGAPORE LTD,2024-10-08,2024-10-14,55535.91,HKD,2024-12-31,RAZORFX,SG
LE001,SP001,C100804,585388459,FixedRateCouponPaym,OPTION,917325063,MORGAN STANLEY,2024-08-13,2024-09-07,188371.39,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100988,919876144,StockVsFeeFeePayment,SWAP,759792599,SINGAPORE TREASURY,2024-10-10,2024-10-24,18345.3,INR,2024-12-31,FMPTS,SG
LE001,SP001,C100913,612604642,OPT,FX,140507249,SINGAPORE EXCHANGE,2023-07-24,2023-08-17,109628.85,HKD,2024-12-31,RAZORFX,SG
LE001,SP001,C100710,445973716,CF,OPTION,119237294,STANDARD CHARTERED BANK LTD,2024-10-03,2024-10-27,31687.92,JPY,2024-12-31,MUREX,SG
LE001,SP001,C100066,469742752,Accumulator Swap,SWAP,210282113,SINGAPORE AIRLINES,2024-05-30,2024-06-18,23122.3,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100909,984595578,TripartySecurityMargin,IRS,412273967,OCBC BANK,2024-06-16,2024-07-06,233482.06,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100233,837424573,DailyPenalties,BOND,626325353,SINGAPORE TELECOM,2023-07-12,2023-07-18,69855.56,INR,2024-12-31,RAZORFX,SG
LE001,SP001,C100375,340863230,DailyPenalties,OPTION,888208775,STANDARD CHARTERED BANK LTD,2024-08-26,2024-09-12,30810.81,EUR,2024-12-31,RAZORFX,SG
LE001,SP001,C100049,863548641,TripartySecurityMargin,EQUITY,787539531,SUMITOMO MITSUI,2024-07-01,2024-07-21,56543.12,USD,2024-12-31,SABRE,SG
LE001,SP001,C100560,810784787,CashDividend,FX,151791998,HSBC HOLDINGS PLC,2024-03-02,2024-03-17,632648.44,INR,2024-12-31,RAZORFX,SG
LE001,SP001,C100276,371375678,SCF,SWAP,320648482,STANDARD CHARTERED BANK LTD,2023-11-05,2023-11-19,62462.16,SGD,2024-12-31,SABRE,SG
LE001,SP001,C100116,768724016,DailyPenalties,EQUITY,991906567,HSBC HOLDINGS PLC,2024-06-07,2024-07-01,108050.81,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100996,942629710,CashDividend,MM,313295228,DBS GROUP HOLDINGS,2023-07-24,2023-08-18,354397.3,AUD,2024-12-31,SABRE,SG
LE001,SP001,C100704,316544937,LN_BR,EQUITY,417130941,MORGAN STANLEY,2023-02-10,2023-02-28,231879.6,AED,2024-12-31,MUREX,SG
LE001,SP001,C100685,616108982,EQ Swap,OPTION,102939907,STANDARD CHARTERED BANK LTD,2024-11-18,2024-11-21,45928.29,SGD,2024-12-31,SABRE,SG
LE001,SP001,C100659,630540166,BRRD_NOS_ADJ,FWD,937009907,STANDARD CHARTERED BANK SINGAPORE,2023-03-18,2023-04-11,125116.43,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100872,348206466,FWD,IRS,383602087,OCBC BANK,2023-02-21,2023-02-25,718384.36,EUR,2024-12-31,RAZORFX,SG
LE001,SP001,C100872,411994135,BOND,BOND,557408869,HSBC HOLDINGS PLC,2023-04-08,2023-05-06,134638.48,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100834,248599901,WRITE_OFF,BOND,483892122,OCBC BANK,2024-09-28,2024-10-07,126935.74,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100819,467995726,Redemption,FWD,530331581,SINGAPORE AIRLINES,2024-04-12,2024-04-21,43042.27,INR,2024-12-31,FMPTS,SG
LE001,SP001,C100494,552839683,WRITE_OFF,FWD,242283221,DBS BANK LTD,2023-06-13,2023-06-17,3780.81,INR,2024-12-31,SABRE,SG
LE001,SP001,C100494,961425250,OSwP,SWAP,756403241,SINGAPORE AIRLINES,2024-01-03,2024-01-23,9718.35,USD,2024-12-31,MUREX,SG
LE001,SP001,C100721,624117847,ThirdPartyDeliveryFlow,EQUITY,573185010,DBS BANK LTD,2023-03-06,2023-03-15,1586334.47,HKD,2024-12-31,RAZORFX,SG
LE001,SP001,C100535,827920634,CF,SECURITY,877145921,TEMASEK HOLDINGS,2023-08-18,2023-09-09,2277201.94,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100859,838993835,CashDividend,EQUITY,810509206,BNP PARIBAS,2024-05-08,2024-05-20,194124.14,INR,2024-12-31,MUREX,SG
LE001,SP001,C100890,987380851,None,FX,790844104,MORGAN STANLEY,2024-06-01,2024-06-29,119595.24,AED,2024-12-31,FMPTS,SG
LE001,SP001,C100228,277601056,StockVsFee,MM,444277942,BNP PARIBAS,2023-12-05,2023-12-14,402168,USD,2024-12-31,SABRE,SG
LE001,SP001,C100458,691090113,OPT,EQUITY,977357994,BNP PARIBAS,2023-03-22,2023-04-06,14688053.75,AED,2024-12-31,SABRE,SG
LE001,SP001,C100413,194510603,RTRS,MM,439368482,HSBC HOLDINGS PLC,2024-05-24,2024-06-17,1150201.13,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100575,542745150,TripartySecurityMargin,DERIVATIVE,689590340,STANDARD CHARTERED BANK LTD,2023-04-04,2023-04-30,227227.53,AUD,2024-12-31,SABRE,SG
LE001,SP001,C100573,322104833,FWD,BOND,490136011,DBS BANK LTD,2023-08-17,2023-09-14,77481.73,AED,2024-12-31,RAZORMM,SG
LE001,SP001,C100349,924007087,SCF,BOND,868706268,OCBC BANK,2023-04-27,2023-05-01,33243.67,JPY,2024-12-31,RAZORFX,SG
LE001,SP001,C100143,481327572,WHT_PRE_PAID,DERIVATIVE,660477218,SINGAPORE TELECOM,2023-04-19,2023-04-21,349585.25,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100220,982442542,SWAP,FWD,373041065,DBS GROUP HOLDINGS,2023-07-20,2023-07-27,24158.2,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100468,590749409,CLAIMS_PENAL,BOND,215712585,SINGAPORE TREASURY,2023-02-17,2023-03-19,42237.77,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100957,807012492,ASIAN,SWAP,635613177,STANDARD CHARTERED BANK LTD,2024-06-27,2024-07-21,27559.77,USD,2024-12-31,SABRE,SG
LE001,SP001,C100396,564726604,SCF,DERIVATIVE,938679870,MORGAN STANLEY,2024-08-15,2024-08-21,65774.51,EUR,2024-12-31,RAZORFX,SG
LE001,SP001,C100407,806008664,OTC Option,DERIVATIVE,513028367,SINGAPORE TREASURY,2024-09-15,2024-10-15,2405537.97,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100881,468141835,WHT_PRE_PAID,MM,964144020,JPMORGAN CHASE AND CO,2023-05-22,2023-06-05,844189,AUD,2024-12-31,SABRE,SG
LE001,SP001,C100727,437059145,TripartySBLFOP,OPTION,325177291,DBS GROUP HOLDINGS,2023-10-25,2023-11-16,59304.05,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100491,798024936,Redemption,DERIVATIVE,682495784,GENTING SINGAPORE LTD,2023-04-29,2023-05-24,1837519.97,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100390,725783470,SWAP,DERIVATIVE,407012827,SINGAPORE TREASURY,2023-01-14,2023-01-31,296730.26,SGD,2024-12-31,RAZORFX,SG
LE001,SP001,C100859,256043375,None,FX,314643586,SUMITOMO MITSUI,2023-06-14,2023-06-24,21299.93,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100630,166607238,WHT_PRE_PAID,OPTION,909165341,SINGAPORE EXCHANGE,2023-02-03,2023-02-15,372409.34,AED,2024-12-31,RAZORFX,SG
LE001,SP001,C100948,825340529,AccruedFeesSettlement,DERIVATIVE,517563874,BNP PARIBAS,2024-06-07,2024-07-03,540680.09,AUD,2024-12-31,RAZORFX,SG
LE001,SP001,C100207,509721231,OPT,EQUITY,946228305,GENTING SINGAPORE LTD,2024-07-19,2024-07-21,69673.83,USD,2024-12-31,RAZORMM,SG
LE001,SP001,C100301,766323040,OSwP,OPTION,780525215,SINGAPORE TELECOM,2024-08-25,2024-09-12,47647.89,JPY,2024-12-31,MUREX,SG
LE001,SP001,C100438,581911354,Redemption,FWD,300764570,MORGAN STANLEY,2024-06-10,2024-06-14,20936.68,INR,2024-12-31,RAZORFX,SG
LE001,SP001,C100726,399694490,COUPON_ADJUS,SWAP,272796036,TEMASEK HOLDINGS,2023-09-19,2023-09-20,11391.7,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100808,266221352,TripartySecurityMargin,SWAP,446421355,DBS GROUP HOLDINGS,2023-02-22,2023-03-19,181936.51,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100069,714907233,LN_BR,FWD,941847352,GENTING SINGAPORE LTD,2024-06-22,2024-06-30,592022.53,EUR,2024-12-31,SABRE,SG
LE001,SP001,C100226,944238354,ASIAN,SWAP,546602768,SINGAPORE EXCHANGE,2024-07-03,2024-07-16,11178.18,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100843,329086910,EQ Swap,BOND,487403718,BARCLAYS BANK,2023-08-12,2023-09-06,557858.16,AED,2024-12-31,SABRE,SG
LE001,SP001,C100698,907597469,FXD,FWD,818267208,SINGAPORE TELECOM,2024-04-01,2024-04-09,27425.51,JPY,2024-12-31,RAZORFX,SG
LE001,SP001,C100933,444603491,OPT,FWD,514331133,SUMITOMO MITSUI,2024-07-07,2024-07-31,33371.23,AUD,2024-12-31,RAZORFX,SG
LE001,SP001,C100919,654982592,BOND,DERIVATIVE,962017907,STANDARD CHARTERED BANK SINGAPORE,2024-04-01,2024-04-17,124229.74,USD,2024-12-31,RAZORMM,SG
LE001,SP001,C100215,799573076,CLAIMS_PENAL,BOND,651790232,UOB LTD,2023-04-09,2023-04-15,87274.36,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100764,819766863,TripartySBLFOP,EQUITY,997288545,HSBC HOLDINGS PLC,2023-07-30,2023-08-17,285808.74,INR,2024-12-31,RAZORFX,SG
LE001,SP001,C100182,836633647,BRRD_NOS_ADJ,FX,593089342,GENTING SINGAPORE LTD,2023-02-08,2023-02-11,22089.55,SGD,2024-12-31,RAZORFX,SG
LE001,SP001,C100397,952781636,COUPON_ADJUS,DERIVATIVE,175636616,TEMASEK HOLDINGS,2023-08-22,2023-09-21,381396.15,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100006,584392493,IRS,EQUITY,439736473,STANDARD CHARTERED BANK LTD,2024-02-03,2024-02-25,251372.32,SGD,2024-12-31,SABRE,SG
LE001,SP001,C100805,788722430,StockVsFee,SECURITY,148873346,UOB LTD,2024-01-02,2024-02-01,196686.73,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100485,836456606,Accumulator Swap,SECURITY,192884274,BARCLAYS BANK,2024-03-24,2024-04-06,82468.13,INR,2024-12-31,RAZORFX,SG
LE001,SP001,C100693,267851051,CDS,OPTION,246438473,SINGAPORE AIRLINES,2024-07-12,2024-07-22,29967.67,EUR,2024-12-31,RAZORMM,SG
LE001,SP001,C100586,953643130,BOND,FX,694342064,SINGAPORE EXCHANGE,2023-05-25,2023-05-29,148222.45,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100422,740653308,IRS,DERIVATIVE,687900972,UOB LTD,2023-11-09,2023-11-16,514624.27,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100117,793563667,ASIAN,SWAP,272823429,MORGAN STANLEY,2023-08-15,2023-09-04,18526.06,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100100,294731649,None,DERIVATIVE,595279737,SINGAPORE EXCHANGE,2023-03-16,2023-03-26,305324.98,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100291,311975522,RTRS,BOND,483474399,JPMORGAN CHASE AND CO,2024-11-18,2024-12-09,712691.02,JPY,2024-12-31,RAZORFX,SG
LE001,SP001,C100156,765200007,StockVsFee,OPTION,441220048,MITSUBISHI UFJ FINANCIAL GROUP,2024-04-06,2024-04-17,8076.5,AUD,2024-12-31,SABRE,SG
LE001,SP001,C100729,707256840,BOND,BOND,559891563,MORGAN STANLEY,2023-01-05,2023-01-16,543817.1,JPY,2024-12-31,MUREX,SG
LE001,SP001,C100473,894371615,CS,IRS,485995156,JPMORGAN CHASE AND CO,2024-11-26,2024-12-20,113390.07,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100879,578199481,LN_BR,IRS,622881542,SINGAPORE EXCHANGE,2023-04-22,2023-04-28,563418.67,SGD,2024-12-31,RAZORMM,SG
LE001,SP001,C100869,987387141,DailyPenalties,DERIVATIVE,310917183,SUMITOMO MITSUI,2024-10-03,2024-10-06,99485.09,SGD,2024-12-31,RAZORFX,SG
LE001,SP001,C100266,644578566,SWLEG,SECURITY,721589989,SINGAPORE AIRLINES,2024-08-27,2024-09-03,25684.76,USD,2024-12-31,SABRE,SG
LE001,SP001,C100750,683545743,CDS,MM,802128517,JPMORGAN CHASE AND CO,2024-01-10,2024-01-23,32344.36,JPY,2024-12-31,SABRE,SG
LE001,SP001,C100010,412457968,DailyPenalties,MM,638076911,STANDARD CHARTERED BANK SINGAPORE,2023-04-03,2023-04-16,285646.53,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100183,811545609,UNDERWRITING,SECURITY,834612989,MORGAN STANLEY,2024-06-10,2024-06-15,376110.87,AED,2024-12-31,MUREX,SG
LE001,SP001,C100064,708121468,BRRD_NOS_ADJ,MM,485253781,DBS BANK LTD,2023-08-13,2023-09-07,82816.98,AED,2024-12-31,MUREX,SG
LE001,SP001,C100480,383851293,BOND,OPTION,145965208,CITIBANK N.A.,2024-06-14,2024-07-14,128837.98,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100592,588169687,TripartySecurityMargin,FX,796348146,GENTING SINGAPORE LTD,2023-04-16,2023-05-09,8153.28,AUD,2024-12-31,RAZORMM,SG
LE001,SP001,C100257,684491424,Redemption,EQUITY,801878526,SINGAPORE AIRLINES,2024-01-10,2024-01-29,246248.45,SGD,2024-12-31,SABRE,SG
LE001,SP001,C100006,504079950,AccruedFeesSettlement,DERIVATIVE,535769745,SINGAPORE TELECOM,2023-12-20,2024-01-05,55585.57,AED,2024-12-31,SABRE,SG
LE001,SP001,C100153,638843355,DailyPenalties,MM,277817899,BNP PARIBAS,2023-03-20,2023-04-06,114991.45,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100737,300688440,WRITE_OFF,BOND,746414349,HSBC HOLDINGS PLC,2024-11-07,2024-11-15,285391.81,INR,2024-12-31,RAZORMM,SG
LE001,SP001,C100249,221696501,SCF,MM,614345062,CITIBANK N.A.,2024-08-27,2024-09-02,87681.19,INR,2024-12-31,RAZORFX,SG
LE001,SP001,C100150,146325879,DailyPenalties,SECURITY,736028462,MORGAN STANLEY,2023-05-18,2023-06-08,162767.45,USD,2024-12-31,SABRE,SG
LE001,SP001,C100969,160035062,WRITE_OFF,IRS,293313837,STANDARD CHARTERED BANK SINGAPORE,2024-02-20,2024-03-11,992696.89,USD,2024-12-31,RAZORMM,SG
LE001,SP001,C100615,192071758,TripartySBLFOP,MM,751252216,MITSUBISHI UFJ FINANCIAL GROUP,2024-05-08,2024-05-14,126758.7,JPY,2024-12-31,FMPTS,SG
LE001,SP001,C100610,253235987,Redemption,SECURITY,808292450,STANDARD CHARTERED BANK SINGAPORE,2023-09-28,2023-10-04,795240.41,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100535,734147620,StockVsFee,OPTION,506101350,SINGAPORE AIRLINES,2023-05-16,2023-05-20,15434.36,USD,2024-12-31,MUREX,SG
LE001,SP001,C100515,641551915,SWAP,SWAP,750162509,HSBC HOLDINGS PLC,2023-07-01,2023-07-17,113070.3,USD,2024-12-31,SABRE,SG
LE001,SP001,C100534,907865263,ThirdPartyDeliveryFlow,FWD,617802256,JPMORGAN CHASE AND CO,2024-09-09,2024-09-27,337689.58,USD,2024-12-31,FMPTS,SG
LE001,SP001,C100358,551706031,BOND,FX,849088260,STANDARD CHARTERED BANK SINGAPORE,2024-03-15,2024-03-23,3084.14,AED,2024-12-31,FMPTS,SG
LE001,SP001,C100290,732485566,CashDividend,EQUITY,243755891,SUMITOMO MITSUI,2024-05-03,2024-05-28,95228.65,JPY,2024-12-31,RAZORFX,SG
LE001,SP001,C100535,742411514,CDS,EQUITY,376815988,CITIBANK N.A.,2023-01-06,2023-01-29,568180.12,USD,2024-12-31,SABRE,SG
LE001,SP001,C100158,226517500,CF,FX,502685267,CITIBANK N.A.,2023-11-20,2023-12-04,46926.86,HKD,2024-12-31,RAZORFX,SG
LE001,SP001,C100773,557490881,COUPON_ADJUS,IRS,675638242,SINGAPORE TREASURY,2024-08-01,2024-08-13,434734,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100568,318714407,SWAP,DERIVATIVE,941586401,SINGAPORE EXCHANGE,2024-05-09,2024-05-15,122371.8,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100765,619433519,COUPON_ADJUS,IRS,720248205,SINGAPORE TELECOM,2024-02-12,2024-03-07,300308.85,EUR,2024-12-31,RAZORFX,SG
LE001,SP001,C100628,346715058,OSwP,SWAP,207673349,CITIBANK N.A.,2024-06-04,2024-06-17,49671.54,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100948,848459689,None,SWAP,517796891,STANDARD CHARTERED BANK LTD,2023-04-04,2023-05-01,243126.82,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100038,744508634,CS,FWD,168805869,SUMITOMO MITSUI,2023-08-16,2023-08-28,81251.54,SGD,2024-12-31,SABRE,SG
LE001,SP001,C100655,877920274,OPT,EQUITY,759240529,STANDARD CHARTERED BANK SINGAPORE,2023-10-21,2023-11-13,416184.3,USD,2024-12-31,MUREX,SG
LE001,SP001,C100522,630824004,OSwP,FX,316581500,STANDARD CHARTERED BANK SINGAPORE,2023-10-20,2023-10-27,36524.83,USD,2024-12-31,SABRE,SG
LE001,SP001,C100088,653850668,AccruedFeesSettlement,SECURITY,281980870,DBS BANK LTD,2024-01-04,2024-01-12,142359.65,USD,2024-12-31,MUREX,SG
LE001,SP001,C100015,396284956,IRS,BOND,819044151,SINGAPORE AIRLINES,2024-02-20,2024-03-10,152920.64,JPY,2024-12-31,SABRE,SG
LE001,SP001,C100986,891267770,StockVsFee,FWD,690120616,BARCLAYS BANK,2024-07-26,2024-08-25,96119.03,HKD,2024-12-31,RAZORMM,SG
LE001,SP001,C100004,975652436,FixedRateCouponPaym,OPTION,751077748,CITIBANK N.A.,2024-04-10,2024-05-10,36127.82,INR,2024-12-31,SABRE,SG
LE001,SP001,C100969,380362052,Redemption,EQUITY,643569021,HSBC HOLDINGS PLC,2024-07-26,2024-07-29,391095.6,AUD,2024-12-31,RAZORMM,SG
LE001,SP001,C100576,225637455,ASIAN,IRS,677569362,TEMASEK HOLDINGS,2023-09-14,2023-10-07,3984893.08,AED,2024-12-31,FMPTS,SG
LE001,SP001,C100119,619293644,UNDERWRITING,BOND,932792876,OCBC BANK,2024-11-28,2024-12-13,832727.81,USD,2024-12-31,FMPTS,SG
LE001,SP001,C100422,376831869,StockVsFee,EQUITY,780389168,BNP PARIBAS,2024-11-24,2024-12-17,175636.08,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100689,479134231,CF,DERIVATIVE,110440194,SUMITOMO MITSUI,2023-09-12,2023-09-22,1278985.95,SGD,2024-12-31,FMPTS,SG
LE001,SP001,C100915,904005131,EQ Swap,FWD,695445137,MORGAN STANLEY,2024-05-02,2024-05-13,36691.84,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100753,716019237,FixedRateCouponPaym,SWAP,901179178,CITIBANK N.A.,2024-05-25,2024-06-18,5188.76,JPY,2024-12-31,MUREX,SG
LE001,SP001,C100797,359906202,COUPON_ADJUS,OPTION,346109712,CITIBANK N.A.,2023-09-13,2023-10-10,17859.6,HKD,2024-12-31,MUREX,SG
LE001,SP001,C100380,214556759,ThirdPartyDeliveryFlow,FWD,825647741,MITSUBISHI UFJ FINANCIAL GROUP,2024-09-20,2024-09-21,6342.64,USD,2024-12-31,FMPTS,SG
LE001,SP001,C100227,766436631,OTC Option,MM,716885481,SUMITOMO MITSUI,2024-05-17,2024-05-23,169911.41,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100355,905488247,DailyPenalties,FX,664504128,SINGAPORE TREASURY,2024-05-04,2024-05-22,61212.22,USD,2024-12-31,SABRE,SG
LE001,SP001,C100690,522750321,Redemption,MM,229244346,STANDARD CHARTERED BANK SINGAPORE,2024-04-16,2024-04-27,2372295.25,USD,2024-12-31,RAZORFX,SG
LE001,SP001,C100561,326293650,OPT,SECURITY,208177158,GENTING SINGAPORE LTD,2024-01-06,2024-01-26,410448.44,AUD,2024-12-31,MUREX,SG
LE001,SP001,C100434,382232003,UNDERWRITING,IRS,606103226,DBS GROUP HOLDINGS,2023-12-18,2023-12-30,201827.63,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100134,326057528,SWAP,BOND,491999503,SINGAPORE AIRLINES,2023-10-14,2023-10-29,788767.8,EUR,2024-12-31,SABRE,SG
LE001,SP001,C100200,718360105,AccruedFeesSettlement,FWD,873969707,SUMITOMO MITSUI,2023-08-30,2023-09-17,4215.98,INR,2024-12-31,FMPTS,SG
LE001,SP001,C100914,256598517,BRRD_NOS_ADJ,MM,965079822,STANDARD CHARTERED BANK LTD,2023-06-30,2023-07-14,364506.23,AED,2024-12-31,MUREX,SG
LE001,SP001,C100879,777157408,CF,DERIVATIVE,873695765,GENTING SINGAPORE LTD,2024-05-13,2024-05-23,730967.85,AUD,2024-12-31,SABRE,SG
LE001,SP001,C100859,709707672,None,EQUITY,206273380,MORGAN STANLEY,2023-03-03,2023-03-10,39255.15,AUD,2024-12-31,FMPTS,SG
LE001,SP001,C100570,776309403,CashDividend,MM,899500884,GENTING SINGAPORE LTD,2023-09-24,2023-10-06,1186929.47,HKD,2024-12-31,SABRE,SG
LE001,SP001,C100589,969747935,COUPON_ADJUS,BOND,121298026,SINGAPORE TREASURY,2023-05-05,2023-05-17,416668.13,JPY,2024-12-31,SABRE,SG
LE001,SP001,C100910,797787747,CDS,SWAP,937850514,BARCLAYS BANK,2023-12-30,2024-01-10,36375.64,AED,2024-12-31,FMPTS,SG
LE001,SP001,C100431,184189438,OPT,SECURITY,407652347,OCBC BANK,2024-10-08,2024-10-13,610855.94,EUR,2024-12-31,RAZORMM,SG
LE001,SP001,C100668,777824658,IRS,FWD,184945787,MORGAN STANLEY,2023-12-18,2023-12-26,913310.72,HKD,2024-12-31,RAZORMM,SG
LE001,SP001,C100765,412841502,FixedRateCouponPaym,SECURITY,792181541,SINGAPORE AIRLINES,2023-10-05,2023-11-03,339906.59,AED,2024-12-31,RAZORMM,SG
LE001,SP001,C100745,730200307,CF,MM,544517369,MORGAN STANLEY,2023-07-08,2023-08-05,370528.91,USD,2024-12-31,MUREX,SG
LE001,SP001,C100959,351929030,COUPON_ADJUS,FWD,326099417,MORGAN STANLEY,2024-02-11,2024-02-15,34501.81,SGD,2024-12-31,RAZORFX,SG
LE001,SP001,C100268,608079376,None,FX,927783767,SINGAPORE AIRLINES,2024-06-20,2024-07-15,21594.35,SGD,2024-12-31,RAZORFX,SG
LE001,SP001,C100453,763682156,BRRD_NOS_ADJ,FWD,803121225,SINGAPORE AIRLINES,2023-11-13,2023-11-21,162170.41,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100884,772678518,DailyPenalties,SWAP,665585273,MORGAN STANLEY,2023-01-30,2023-02-01,21433.26,HKD,2024-12-31,RAZORMM,SG
LE001,SP001,C100611,611267257,FWD,DERIVATIVE,392502766,SINGAPORE EXCHANGE,2024-03-31,2024-04-05,294500.54,EUR,2024-12-31,SABRE,SG
LE001,SP001,C100552,590209766,CS,DERIVATIVE,786965530,SINGAPORE EXCHANGE,2023-11-14,2023-12-14,144212.81,HKD,2024-12-31,FMPTS,SG
LE001,SP001,C100010,343877311,StockVsFeeFeePayment,MM,430570947,SINGAPORE TELECOM,2024-02-27,2024-03-07,500155.22,EUR,2024-12-31,RAZORMM,SG
LE001,SP001,C100969,100099158,CF,SWAP,469243620,BARCLAYS BANK,2024-04-25,2024-05-13,89356.97,USD,2024-12-31,FMPTS,SG
LE001,SP001,C100561,911182636,SCF,IRS,109806050,SINGAPORE TREASURY,2023-10-27,2023-11-16,1033851.73,JPY,2024-12-31,RAZORFX,SG
LE001,SP001,C100848,501197060,CLAIMS_PENAL,EQUITY,701890658,SINGAPORE TREASURY,2024-02-09,2024-02-17,138272.09,EUR,2024-12-31,FMPTS,SG
LE001,SP001,C100664,506258874,AccruedFeesSettlement,IRS,185050803,SINGAPORE TREASURY,2024-10-02,2024-10-10,188935.81,AUD,2024-12-31,RAZORMM,SG
LE001,SP001,C100113,897711678,CDS,IRS,543352165,CITIBANK N.A.,2023-03-12,2023-03-18,75177.49,EUR,2024-12-31,RAZORMM,SG
LE001,SP001,C100019,783858343,FWD,SECURITY,586155117,SUMITOMO MITSUI,2024-09-29,2024-10-15,150605.45,JPY,2024-12-31,RAZORMM,SG
LE001,SP001,C100732,263369074,None,DERIVATIVE,123762858,MORGAN STANLEY,2023-04-15,2023-04-25,438226.26,AUD,2024-12-31,MUREX,SG
